docketId,term,naturalCourt,justiceName,justice,petitioner_vote,pitch_diff
1982-038-01,1982,1507,SDOConnor,104,1,-0.448692045
1982-038-01,1982,1507,WHRehnquist,102,1,-0.156085549
1982-038-01,1982,1507,WEBurger,99,1,-0.448082474
1982-038-01,1982,1507,JPStevens,103,1,-0.358370416
1982-038-01,1982,1507,TMarshall,98,1,0.02064441
1982-080-01,1982,1507,WEBurger,99,1,-1.835527103
1982-085-01,1982,1507,WEBurger,99,1,0.57761418
1982-088-01,1982,1507,WEBurger,99,1,-1.041652372
1982-091-01,1982,1507,WEBurger,99,1,-2.911314509
1982-092-01,1982,1507,WEBurger,99,1,-4.68752435
1982-126-01,1982,1507,WEBurger,99,0,-0.710019234
1982-129-01,1982,1507,WEBurger,99,0,-7.774969642
1982-132-01,1982,1507,WEBurger,99,1,-0.121720233
1983-013-01,1983,1507,JPStevens,103,0,0.072747605
1983-013-01,1983,1507,WHRehnquist,102,0,-0.308716963
1983-015-01,1983,1507,WEBurger,99,0,0
1983-028-01,1983,1507,WEBurger,99,1,-1.366526145
1983-030-01,1983,1507,WEBurger,99,1,-0.305703548
1983-036-01,1983,1507,WEBurger,99,0,-0.095636653
1983-048-01,1983,1507,WEBurger,99,1,-8.968786087
1983-058-01,1983,1507,JPStevens,103,1,-0.540806499
1983-058-01,1983,1507,TMarshall,98,1,-0.738088717
1983-081-01,1983,1507,SDOConnor,104,1,-0.839270529
1983-087-01,1983,1507,TMarshall,98,0,-0.611476249
1983-087-01,1983,1507,WHRehnquist,102,0,-0.381741967
1983-087-01,1983,1507,SDOConnor,104,0,0.176388355
1983-087-01,1983,1507,LFPowell,101,0,0.637087176
1983-087-01,1983,1507,WEBurger,99,0,0.377339672
1983-087-01,1983,1507,JPStevens,103,0,-0.697644796
1983-088-01,1983,1507,LFPowell,101,1,-0.563046621
1983-089-01,1983,1507,SDOConnor,104,1,0.203058075
1983-089-01,1983,1507,WEBurger,99,1,0.357352769
1983-089-01,1983,1507,JPStevens,103,0,-0.715716445
1983-091-01,1983,1507,JPStevens,103,1,-0.010975045
1983-091-01,1983,1507,SDOConnor,104,1,0.45683277
1983-091-01,1983,1507,WEBurger,99,1,-0.081150242
1983-091-01,1983,1507,WHRehnquist,102,1,-0.401648444
1983-098-01,1983,1507,WEBurger,99,0,0.005483366
1983-098-01,1983,1507,WHRehnquist,102,0,0.132793721
1983-110-01,1983,1507,SDOConnor,104,0,0.045339485
1983-110-01,1983,1507,WHRehnquist,102,0,-0.483947562
1983-110-01,1983,1507,WEBurger,99,0,-0.890034083
1983-116-01,1983,1507,WEBurger,99,1,-6.016219022
1983-124-01,1983,1507,WEBurger,99,1,-3.990560918
1983-127-01,1983,1507,WEBurger,99,1,-0.208778697
1983-128-01,1983,1507,SDOConnor,104,1,0.092049152
1983-128-01,1983,1507,WEBurger,99,1,1.730969101
1983-139-01,1983,1507,WEBurger,99,0,-0.43873141
1983-141-01,1983,1507,WEBurger,99,1,3.17055227
1983-147-01,1983,1507,WHRehnquist,102,1,0.107701372
1983-147-01,1983,1507,SDOConnor,104,0,0.325497474
1983-166-01,1983,1507,SDOConnor,104,1,-0.679668236
1984-023-01,1984,1507,SDOConnor,104,0,-0.563086188
1984-023-01,1984,1507,WEBurger,99,0,1.171575708
1984-026-01,1984,1507,WEBurger,99,1,-2.382553595
1984-027-01,1984,1507,SDOConnor,104,0,0.213695118
1984-045-01,1984,1507,WEBurger,99,1,-0.667560669
1984-059-01,1984,1507,SDOConnor,104,1,-0.215716827
1984-059-01,1984,1507,JPStevens,103,1,0.245420684
1984-059-01,1984,1507,WEBurger,99,1,-1.215873981
1984-059-01,1984,1507,TMarshall,98,1,0.20132649
1984-065-01,1984,1507,WEBurger,99,0,-7.52511591
1984-078-01,1984,1507,WEBurger,99,1,0
1984-120-01,1984,1507,SDOConnor,104,1,0.186097958
1984-126-01,1984,1507,SDOConnor,104,1,0.672909119
1984-143-01,1984,1507,JPStevens,103,1,-0.095293115
1984-143-01,1984,1507,SDOConnor,104,1,-0.204490823
1984-146-01,1984,1507,SDOConnor,104,1,1.387277831
1984-146-01,1984,1507,TMarshall,98,0,1.070398936
1984-147-01,1984,1507,TMarshall,98,1,-0.90436055
1984-147-01,1984,1507,WEBurger,99,1,-0.019772745
1984-165-01,1984,1507,JPStevens,103,0,-0.268200411
1984-165-01,1984,1507,WHRehnquist,102,1,-0.831902298
1984-165-01,1984,1507,WEBurger,99,1,0.914347317
1984-165-01,1984,1507,SDOConnor,104,1,0.041070287
1984-165-01,1984,1507,TMarshall,98,0,0.048428863
1985-012-01,1985,1507,WEBurger,99,0,-1.988680634
1985-025-01,1985,1507,WEBurger,99,0,-0.268100261
1985-047-01,1985,1507,WEBurger,99,1,-4.358657615
1985-056-01,1985,1507,WEBurger,99,1,-2.585585961
1985-074-01,1985,1507,WEBurger,99,0,1.156633608
1985-080-01,1985,1507,WEBurger,99,0,-0.010457028
1985-082-01,1985,1507,WEBurger,99,1,-20.32544188
1985-110-01,1985,1507,WEBurger,99,1,0.864193305
1985-114-01,1985,1507,SDOConnor,104,1,0.354335179
1985-119-01,1985,1507,TMarshall,98,0,1.204450446
1985-119-01,1985,1507,SDOConnor,104,0,0.026290773
1985-124-01,1985,1507,WEBurger,99,1,-4.300112297
1985-124-01,1985,1507,SDOConnor,104,1,0.30526905
1985-136-01,1985,1507,SDOConnor,104,0,-0.606203059
1985-136-01,1985,1507,WEBurger,99,0,-1.420428248
1985-136-01,1985,1507,TMarshall,98,0,-0.696381145
1985-156-01,1985,1507,WEBurger,99,1,0.631313272
1985-165-01,1985,1507,SDOConnor,104,1,-0.206649244
1986-080-01,1986,1601,SDOConnor,104,0,0.375023991
1986-080-01,1986,1601,LFPowell,101,0,-1.3017417
1986-080-01,1986,1601,BRWhite,95,0,0.262515973
1986-080-01,1986,1601,AScalia,105,0,0.084006469
1986-129-01,1986,1601,TMarshall,98,0,0.627523613
1986-129-01,1986,1601,JPStevens,103,0,-0.718208043
1986-129-01,1986,1601,WHRehnquist,102,0,-1.131928687
1986-129-01,1986,1601,BRWhite,95,0,-0.025141389
1986-129-01,1986,1601,SDOConnor,104,0,-0.03852667
1986-129-01,1986,1601,LFPowell,101,0,1.204699145
1986-129-01,1986,1601,AScalia,105,0,-0.505933017
1986-129-01,1986,1601,HABlackmun,100,0,-0.277050015
1986-144-01,1986,1601,JPStevens,103,0,-0.48999913
1986-144-01,1986,1601,WHRehnquist,102,0,0.28428879
1986-144-01,1986,1601,BRWhite,95,0,0.517226476
1986-144-01,1986,1601,SDOConnor,104,0,-0.124231928
1987-035-01,1987,1603,AScalia,105,1,-0.380910111
1987-035-01,1987,1603,SDOConnor,104,1,-0.294552289
1987-035-01,1987,1603,WHRehnquist,102,1,0.007244137
1987-035-01,1987,1603,BRWhite,95,1,1.107498545
1987-035-01,1987,1603,JPStevens,103,1,0.108283648
1987-035-01,1987,1603,TMarshall,98,1,1.007148951
1988-124-01,1988,1603,TMarshall,98,0,-1.597211669
1988-124-01,1988,1603,HABlackmun,100,0,-9.955071876
1988-124-01,1988,1603,AMKennedy,106,0,-0.751248152
1988-124-01,1988,1603,JPStevens,103,0,0.847552673
1988-124-01,1988,1603,WHRehnquist,102,0,0.135808732
1989-101-01,1989,1603,AScalia,105,0,0.416744528
1989-101-01,1989,1603,BRWhite,95,0,0.353898478
1989-101-01,1989,1603,SDOConnor,104,0,0.083574255
1989-101-01,1989,1603,WHRehnquist,102,0,-0.455970838
1989-101-01,1989,1603,AMKennedy,106,0,0.363025799
1989-101-01,1989,1603,JPStevens,103,0,-0.293030217
1989-126-01,1989,1603,AMKennedy,106,0,-0.470691974
1989-126-01,1989,1603,AScalia,105,0,0.090483671
1989-126-01,1989,1603,HABlackmun,100,0,-0.242207657
1989-126-01,1989,1603,WHRehnquist,102,0,0.380184589
1989-126-01,1989,1603,SDOConnor,104,0,0.02915502
1989-126-01,1989,1603,JPStevens,103,0,-0.188128363
1990-117-01,1990,1604,AScalia,105,1,-0.116496834
1990-117-01,1990,1604,BRWhite,95,0,-0.108182309
1990-117-01,1990,1604,AMKennedy,106,1,-0.577657393
1990-117-01,1990,1604,WHRehnquist,102,1,0.417320546
1991-024-01,1991,1605,SDOConnor,104,1,-1.534325232
1991-026-01,1991,1605,SDOConnor,104,1,-0.409622675
1991-031-01,1991,1605,SDOConnor,104,1,-0.15527097
1991-031-01,1991,1605,DHSouter,107,1,-0.935675832
1991-098-01,1991,1605,AMKennedy,106,0,0.573468663
1991-098-01,1991,1605,AScalia,105,0,-0.398290157
1991-098-01,1991,1605,JPStevens,103,0,0.30611536
1991-098-01,1991,1605,WHRehnquist,102,0,-0.721884987
1991-099-01,1991,1605,AScalia,105,1,0.498754906
1991-099-01,1991,1605,AMKennedy,106,1,-0.50409161
1991-099-01,1991,1605,WHRehnquist,102,1,0.310707862
1991-099-01,1991,1605,SDOConnor,104,1,-0.136413417
1991-105-01,1991,1605,WHRehnquist,102,1,0.719297127
1991-105-01,1991,1605,SDOConnor,104,1,0.540431299
1991-105-01,1991,1605,DHSouter,107,1,0.349507674
1991-105-01,1991,1605,AScalia,105,1,-0.184625536
1991-105-01,1991,1605,JPStevens,103,1,0.817745834
1991-105-01,1991,1605,HABlackmun,100,1,-0.313530211
1991-110-01,1991,1605,JPStevens,103,0,1.169943346
1991-110-01,1991,1605,AScalia,105,0,-0.037130366
1991-110-01,1991,1605,AMKennedy,106,0,0.181226878
1991-110-01,1991,1605,DHSouter,107,0,0.278081827
1991-110-01,1991,1605,SDOConnor,104,0,0.375578615
1991-117-01,1991,1605,SDOConnor,104,1,-0.021327475
1991-117-01,1991,1605,AScalia,105,0,1.015435298
1991-118-01,1991,1605,AScalia,105,1,-0.338949949
1991-118-01,1991,1605,SDOConnor,104,1,-1.229019942
1991-118-01,1991,1605,WHRehnquist,102,1,0.085030314
1991-118-01,1991,1605,AMKennedy,106,1,0.927106844
1991-118-01,1991,1605,BRWhite,95,1,0.782152218
1992-086-01,1992,1605,JPStevens,103,1,0.051030503
1992-086-01,1992,1605,AMKennedy,106,1,1.247635218
1992-086-01,1992,1605,WHRehnquist,102,1,-0.184835352
1992-086-01,1992,1605,AScalia,105,1,0.975914122
1992-086-01,1992,1605,DHSouter,107,1,0.313249108
1992-086-01,1992,1605,BRWhite,95,1,0.280607677
1992-093-01,1992,1605,BRWhite,95,1,-4.924820759
1992-093-01,1992,1605,AMKennedy,106,1,-3.064298176
1992-093-01,1992,1605,AScalia,105,1,-0.462552842
1992-093-01,1992,1605,SDOConnor,104,1,0.206238595
1992-093-01,1992,1605,DHSouter,107,1,-1.696381112
1993-059-01,1993,1606,AMKennedy,106,1,-0.500106211
1993-059-01,1993,1606,DHSouter,107,1,0.105309016
1993-059-01,1993,1606,SDOConnor,104,1,-0.184580662
1993-059-01,1993,1606,AScalia,105,1,-0.834434989
1993-059-01,1993,1606,RBGinsburg,109,1,-0.31266807
1993-081-01,1993,1606,SDOConnor,104,1,-0.817028353
1993-081-01,1993,1606,DHSouter,107,0,-0.390931824
1993-081-01,1993,1606,WHRehnquist,102,1,-0.115542572
1993-081-01,1993,1606,AMKennedy,106,1,0.222887711
1993-081-01,1993,1606,AScalia,105,1,-1.084074376
1993-081-01,1993,1606,RBGinsburg,109,0,-0.538431184
1994-051-01,1994,1607,JPStevens,103,0,0.02380288
1994-051-01,1994,1607,AScalia,105,0,0.011958489
1994-051-01,1994,1607,SDOConnor,104,0,-0.226607342
1994-051-01,1994,1607,RBGinsburg,109,0,0.461041099
1994-051-01,1994,1607,AMKennedy,106,0,0.661862247
1994-051-01,1994,1607,WHRehnquist,102,0,0.541791328
1994-051-01,1994,1607,DHSouter,107,0,0.755543077
1994-059-01,1994,1607,AScalia,105,0,-0.119860593
1994-059-01,1994,1607,DHSouter,107,0,-0.966903659
1994-059-01,1994,1607,WHRehnquist,102,0,-0.329707242
1994-059-01,1994,1607,RBGinsburg,109,0,-0.309996352
1994-059-01,1994,1607,SDOConnor,104,0,-0.312487151
1994-059-01,1994,1607,AMKennedy,106,0,1.519514504
1994-059-01,1994,1607,JPStevens,103,0,0.432874964
1994-069-01,1994,1607,JPStevens,103,0,-0.142469308
1994-069-01,1994,1607,AScalia,105,1,-0.265245949
1994-069-01,1994,1607,DHSouter,107,0,1.189459118
1994-069-01,1994,1607,RBGinsburg,109,0,-0.320951836
1994-069-01,1994,1607,SGBreyer,110,0,0.70463164
1994-069-01,1994,1607,AMKennedy,106,1,0.380755708
1994-069-01,1994,1607,SDOConnor,104,1,0.4291967
1994-083-01,1994,1607,RBGinsburg,109,1,-0.376311654
1994-083-01,1994,1607,JPStevens,103,1,-0.938578543
1994-083-01,1994,1607,SGBreyer,110,1,-0.54348888
1994-083-01,1994,1607,WHRehnquist,102,1,0.157597512
1994-083-01,1994,1607,AScalia,105,1,-0.847763573
1994-083-01,1994,1607,DHSouter,107,1,0.143210468
1994-083-01,1994,1607,AMKennedy,106,1,-0.774000285
1994-087-01,1994,1607,RBGinsburg,109,1,0.523580409
1994-087-01,1994,1607,DHSouter,107,0,0.357907864
1994-087-01,1994,1607,SDOConnor,104,0,-0.536016333
1994-087-01,1994,1607,AScalia,105,1,0.007854187
1994-087-01,1994,1607,AMKennedy,106,1,-0.504975297
1994-087-01,1994,1607,WHRehnquist,102,1,-0.509494842
1994-087-01,1994,1607,JPStevens,103,0,0.315198605
1994-091-01,1994,1607,AScalia,105,1,-0.831267807
1994-091-01,1994,1607,SDOConnor,104,1,-0.372455424
1994-091-01,1994,1607,SGBreyer,110,0,0.256318795
1994-091-01,1994,1607,AMKennedy,106,1,-0.099573302
1994-091-01,1994,1607,DHSouter,107,0,-0.425701965
1994-091-01,1994,1607,RBGinsburg,109,0,0.917278489
1995-052-01,1995,1607,AMKennedy,106,1,-0.596069158
1995-052-01,1995,1607,DHSouter,107,1,1.757333899
1995-052-01,1995,1607,SDOConnor,104,1,0.384830731
1995-052-01,1995,1607,RBGinsburg,109,0,0.913680748
1995-052-01,1995,1607,SGBreyer,110,1,0.105229037
1995-053-01,1995,1607,RBGinsburg,109,0,0.799854424
1995-053-01,1995,1607,AMKennedy,106,0,0.97895767
1995-053-01,1995,1607,AScalia,105,0,-1.519227681
1995-053-01,1995,1607,JPStevens,103,0,1.04075013
1995-053-01,1995,1607,SGBreyer,110,0,1.796069538
1995-053-01,1995,1607,WHRehnquist,102,0,0.323118019
1995-053-01,1995,1607,DHSouter,107,0,0.691996352
1995-053-01,1995,1607,SDOConnor,104,0,0.084096565
1996-046-01,1996,1607,AScalia,105,1,-0.172250547
1996-046-01,1996,1607,RBGinsburg,109,0,-1.542219894
1996-046-01,1996,1607,SGBreyer,110,1,-0.031301376
1996-046-01,1996,1607,WHRehnquist,102,1,-1.154665971
1996-059-01,1996,1607,SDOConnor,104,0,-0.645611112
1996-059-01,1996,1607,AScalia,105,0,-0.589413854
1996-059-01,1996,1607,SGBreyer,110,0,-0.120101308
1996-059-01,1996,1607,DHSouter,107,0,-0.189367821
1996-059-01,1996,1607,RBGinsburg,109,0,-0.24482672
1996-059-01,1996,1607,JPStevens,103,0,0.423638279
1996-059-01,1996,1607,AMKennedy,106,0,0.265961853
1996-059-01,1996,1607,WHRehnquist,102,0,-0.385459565
1996-080-01,1996,1607,AScalia,105,1,-1.131798577
1996-080-01,1996,1607,SGBreyer,110,0,-0.747482968
1996-080-01,1996,1607,AMKennedy,106,1,-0.200566302
1996-080-01,1996,1607,SDOConnor,104,1,0.118724386
1996-080-01,1996,1607,RBGinsburg,109,0,0.537464593
1996-080-01,1996,1607,JPStevens,103,0,-1.294257143
1996-080-01,1996,1607,DHSouter,107,0,0.120963989
1996-080-01,1996,1607,WHRehnquist,102,1,-0.821595919
1996-087-01,1996,1607,AMKennedy,106,1,-1.108559879
1996-087-01,1996,1607,WHRehnquist,102,1,0.081437313
1996-087-01,1996,1607,JPStevens,103,1,-0.780140849
1996-087-01,1996,1607,RBGinsburg,109,1,0.863878504
1996-087-01,1996,1607,SGBreyer,110,0,-0.608309061
1996-087-01,1996,1607,AScalia,105,1,-0.105051217
1996-087-01,1996,1607,SDOConnor,104,0,-0.856472121
1996-091-01,1996,1607,AMKennedy,106,1,-1.123633181
1996-091-01,1996,1607,DHSouter,107,1,0.648907527
1996-091-01,1996,1607,WHRehnquist,102,1,-0.700802915
1996-091-01,1996,1607,RBGinsburg,109,1,-0.646519161
1996-091-01,1996,1607,JPStevens,103,1,-1.088206397
1996-091-01,1996,1607,SDOConnor,104,1,-0.41793883
1996-091-01,1996,1607,AScalia,105,1,-0.268472421
1996-092-01,1996,1607,WHRehnquist,102,1,-0.495059987
1996-092-01,1996,1607,AScalia,105,1,-0.362306355
1996-092-01,1996,1607,RBGinsburg,109,1,-1.050797397
1996-092-01,1996,1607,DHSouter,107,1,-2.13023204
1996-095-01,1996,1607,WHRehnquist,102,1,-0.952827032
1996-095-01,1996,1607,DHSouter,107,0,-0.380498451
1996-095-01,1996,1607,AMKennedy,106,1,-2.342046994
1996-095-01,1996,1607,SDOConnor,104,1,-0.660466001
1996-095-01,1996,1607,JPStevens,103,0,0.671568535
1996-095-01,1996,1607,AScalia,105,1,-0.647628025
1996-095-01,1996,1607,SGBreyer,110,0,1.312610564
1997-006-01,1997,1607,DHSouter,107,0,0.720505851
1997-006-01,1997,1607,AMKennedy,106,0,0.890346624
1997-006-01,1997,1607,SDOConnor,104,0,-0.986518782
1997-006-01,1997,1607,WHRehnquist,102,0,0.189752826
1997-006-01,1997,1607,AScalia,105,0,-0.555904032
1997-006-01,1997,1607,SGBreyer,110,0,0.276604336
1997-006-01,1997,1607,JPStevens,103,0,0.190130091
1998-001-01,1998,1607,RBGinsburg,109,0,0.971489577
1998-001-01,1998,1607,SGBreyer,110,0,2.031593242
1998-001-01,1998,1607,DHSouter,107,0,0.363277612
1998-001-01,1998,1607,SDOConnor,104,0,0.359527861
1998-001-01,1998,1607,AScalia,105,0,0.271438002
1998-002-01,1998,1607,SGBreyer,110,0,0.248382713
1998-002-01,1998,1607,JPStevens,103,0,0.165680084
1998-002-01,1998,1607,DHSouter,107,0,0.631707673
1998-002-01,1998,1607,AScalia,105,0,0.062537992
1998-002-01,1998,1607,AMKennedy,106,0,1.390316297
1998-002-01,1998,1607,RBGinsburg,109,0,1.143800354
1998-003-01,1998,1607,DHSouter,107,1,-0.714543465
1998-003-01,1998,1607,AMKennedy,106,1,0.113120858
1998-003-01,1998,1607,SDOConnor,104,1,-0.764635677
1998-003-01,1998,1607,SGBreyer,110,1,-0.245443494
1998-003-01,1998,1607,AScalia,105,1,0.362291153
1998-003-01,1998,1607,WHRehnquist,102,1,-0.525202437
1998-003-01,1998,1607,RBGinsburg,109,1,-0.925257519
1998-004-01,1998,1607,AMKennedy,106,1,-0.172109575
1998-004-01,1998,1607,AScalia,105,1,-0.425988615
1998-004-01,1998,1607,WHRehnquist,102,1,-0.100124531
1998-004-01,1998,1607,RBGinsburg,109,0,0.674269935
1998-004-01,1998,1607,DHSouter,107,0,0.729627817
1998-004-01,1998,1607,SDOConnor,104,1,-0.351854919
1998-004-01,1998,1607,SGBreyer,110,1,-0.282967701
1998-004-01,1998,1607,JPStevens,103,0,0.634239023
1998-005-01,1998,1607,AMKennedy,106,1,-0.606173394
1998-005-01,1998,1607,WHRehnquist,102,1,-0.244177385
1998-005-01,1998,1607,DHSouter,107,1,-0.753611629
1998-005-01,1998,1607,AScalia,105,1,-1.193886717
1998-005-01,1998,1607,RBGinsburg,109,1,-0.931295627
1998-005-01,1998,1607,SDOConnor,104,1,-0.080921054
1998-006-01,1998,1607,SGBreyer,110,0,1.008225898
1998-006-01,1998,1607,JPStevens,103,0,0.005653529
1998-006-01,1998,1607,AScalia,105,0,0.595990813
1998-006-01,1998,1607,WHRehnquist,102,0,0.15739281
1998-006-01,1998,1607,DHSouter,107,0,-0.183263956
1998-006-01,1998,1607,AMKennedy,106,0,1.031116699
1998-008-01,1998,1607,AMKennedy,106,1,0.526493335
1998-008-01,1998,1607,JPStevens,103,1,0.074151003
1998-008-01,1998,1607,AScalia,105,1,0.332435457
1998-008-01,1998,1607,SGBreyer,110,1,0.412849268
1998-008-01,1998,1607,DHSouter,107,1,-0.745835318
1998-011-01,1998,1607,AMKennedy,106,1,-0.583804096
1998-011-01,1998,1607,RBGinsburg,109,1,-1.303840391
1998-011-01,1998,1607,SDOConnor,104,1,-0.503374422
1998-011-01,1998,1607,DHSouter,107,1,-0.129529175
1998-011-01,1998,1607,JPStevens,103,0,0.358089445
1998-011-01,1998,1607,SGBreyer,110,1,0.950983258
1998-011-01,1998,1607,AScalia,105,1,0.343457767
1998-011-01,1998,1607,WHRehnquist,102,1,-0.489788773
1998-013-01,1998,1607,JPStevens,103,1,0.453502052
1998-013-01,1998,1607,RBGinsburg,109,1,-0.097047318
1998-013-01,1998,1607,SDOConnor,104,1,0.059182912
1998-013-01,1998,1607,AScalia,105,1,0.18595361
1998-013-01,1998,1607,DHSouter,107,1,-0.508113037
1998-014-01,1998,1607,SDOConnor,104,1,-1.15269308
1998-014-01,1998,1607,AMKennedy,106,1,0.415388654
1998-014-01,1998,1607,RBGinsburg,109,1,1.577052037
1998-014-01,1998,1607,AScalia,105,1,0.57911949
1998-015-01,1998,1607,WHRehnquist,102,1,-0.13611164
1998-015-01,1998,1607,AMKennedy,106,1,-0.164558437
1998-015-01,1998,1607,RBGinsburg,109,1,-0.133549047
1998-015-01,1998,1607,DHSouter,107,1,0.185596133
1998-015-01,1998,1607,SGBreyer,110,1,-0.222766441
1998-017-01,1998,1607,JPStevens,103,0,-1.063165544
1998-017-01,1998,1607,WHRehnquist,102,0,-0.662075847
1998-017-01,1998,1607,RBGinsburg,109,0,-1.276004173
1998-017-01,1998,1607,AScalia,105,0,-0.463871502
1998-017-01,1998,1607,SGBreyer,110,0,0.340885017
1998-021-01,1998,1607,SGBreyer,110,1,-1.59147855
1998-021-01,1998,1607,WHRehnquist,102,1,0.214139197
1998-021-01,1998,1607,JPStevens,103,1,0.346946675
1998-021-01,1998,1607,DHSouter,107,1,-1.067627249
1998-021-01,1998,1607,RBGinsburg,109,1,-1.074740417
1998-022-01,1998,1607,AScalia,105,0,0.319757043
1998-022-01,1998,1607,RBGinsburg,109,0,-0.304551794
1998-022-01,1998,1607,WHRehnquist,102,0,0.464769
1998-022-01,1998,1607,SDOConnor,104,0,0.713144365
1998-024-01,1998,1607,RBGinsburg,109,1,-1.043649294
1998-024-01,1998,1607,AMKennedy,106,1,-0.406866431
1998-024-01,1998,1607,WHRehnquist,102,1,-0.214594861
1998-024-01,1998,1607,SGBreyer,110,1,-0.673697493
1998-024-01,1998,1607,JPStevens,103,1,0.099991302
1998-024-01,1998,1607,AScalia,105,1,-0.081283875
1998-025-01,1998,1607,AScalia,105,0,0.27928134
1998-025-01,1998,1607,SDOConnor,104,0,0.10646963
1998-025-01,1998,1607,WHRehnquist,102,0,0.367408362
1998-025-01,1998,1607,AMKennedy,106,0,1.353628552
1998-025-01,1998,1607,SGBreyer,110,0,-0.942556265
1998-027-01,1998,1607,WHRehnquist,102,1,-0.095058755
1998-027-01,1998,1607,RBGinsburg,109,1,-0.148556222
1998-027-01,1998,1607,AScalia,105,1,-0.912166895
1998-027-01,1998,1607,JPStevens,103,1,-0.29369769
1998-027-01,1998,1607,SDOConnor,104,1,0.197136773
1998-028-01,1998,1607,WHRehnquist,102,1,-0.256762536
1998-028-01,1998,1607,SGBreyer,110,1,-0.450775422
1998-028-01,1998,1607,AScalia,105,1,-1.118568108
1998-028-01,1998,1607,DHSouter,107,1,-0.316408662
1998-028-01,1998,1607,RBGinsburg,109,1,-0.209467576
1998-029-01,1998,1607,AScalia,105,0,-0.037697811
1998-029-01,1998,1607,RBGinsburg,109,0,-0.085476227
1998-029-01,1998,1607,AMKennedy,106,0,0.817308915
1998-029-01,1998,1607,SGBreyer,110,0,-0.149362992
1998-029-01,1998,1607,SDOConnor,104,0,-0.013209087
1998-030-01,1998,1607,SGBreyer,110,1,-0.067453726
1998-030-01,1998,1607,SDOConnor,104,0,-0.467427445
1998-030-01,1998,1607,WHRehnquist,102,0,-0.456427049
1998-030-01,1998,1607,RBGinsburg,109,1,-0.434143691
1998-030-01,1998,1607,AMKennedy,106,1,0.36525789
1998-030-01,1998,1607,AScalia,105,0,0.195284337
1998-030-01,1998,1607,DHSouter,107,1,-0.045087653
1998-037-01,1998,1607,SGBreyer,110,1,0.064089455
1998-037-01,1998,1607,JPStevens,103,1,-0.744992964
1998-037-01,1998,1607,WHRehnquist,102,1,0.47008161
1998-037-01,1998,1607,AScalia,105,1,-1.199623684
1998-041-01,1998,1607,SGBreyer,110,1,-0.067111012
1998-041-01,1998,1607,WHRehnquist,102,1,-0.57676235
1998-041-01,1998,1607,AScalia,105,0,-0.196033307
1998-042-01,1998,1607,DHSouter,107,1,0.669593441
1998-042-01,1998,1607,WHRehnquist,102,1,0.185019287
1998-042-01,1998,1607,SGBreyer,110,1,1.481972774
1998-042-01,1998,1607,RBGinsburg,109,1,-0.637330639
1998-042-01,1998,1607,AScalia,105,1,-0.604108765
1998-043-01,1998,1607,JPStevens,103,0,-1.162190102
1998-043-01,1998,1607,RBGinsburg,109,0,0.595307232
1998-043-01,1998,1607,SGBreyer,110,1,0.772588683
1998-043-01,1998,1607,AMKennedy,106,1,-0.035805479
1998-043-01,1998,1607,WHRehnquist,102,1,-0.534018184
1998-044-01,1998,1607,AMKennedy,106,1,-0.207392289
1998-044-01,1998,1607,WHRehnquist,102,0,-0.049654925
1998-044-01,1998,1607,JPStevens,103,1,-0.025669934
1998-044-01,1998,1607,RBGinsburg,109,1,1.103613076
1998-044-01,1998,1607,AScalia,105,0,-0.700795184
1998-044-01,1998,1607,SGBreyer,110,1,0.810976495
1998-044-01,1998,1607,DHSouter,107,1,0.179745484
1998-045-01,1998,1607,JPStevens,103,1,0.178194772
1998-045-01,1998,1607,AScalia,105,0,0.235527896
1998-045-01,1998,1607,DHSouter,107,1,0.52983085
1998-045-01,1998,1607,WHRehnquist,102,0,0.244909136
1998-045-01,1998,1607,SGBreyer,110,1,-1.134200922
1998-045-01,1998,1607,AMKennedy,106,1,-2.064963744
1998-045-01,1998,1607,SDOConnor,104,1,-0.419774086
1998-046-01,1998,1607,DHSouter,107,0,0.44769969
1998-046-01,1998,1607,WHRehnquist,102,0,0.042350582
1998-046-01,1998,1607,AScalia,105,0,0.088055306
1998-046-01,1998,1607,SDOConnor,104,0,0.168098229
1998-046-01,1998,1607,SGBreyer,110,0,0.703483736
1998-046-01,1998,1607,JPStevens,103,0,-0.014031513
1998-046-01,1998,1607,RBGinsburg,109,0,-1.062602436
1998-047-01,1998,1607,DHSouter,107,1,0.01698937
1998-047-01,1998,1607,SGBreyer,110,1,0.126708305
1998-047-01,1998,1607,AScalia,105,1,-0.837580339
1998-047-01,1998,1607,SDOConnor,104,1,-0.343272688
1998-047-01,1998,1607,RBGinsburg,109,1,-0.774444513
1998-047-01,1998,1607,AMKennedy,106,1,0.44223981
1998-048-01,1998,1607,WHRehnquist,102,0,-0.083568192
1998-048-01,1998,1607,RBGinsburg,109,0,1.766306735
1998-048-01,1998,1607,SGBreyer,110,0,-0.890109645
1998-048-01,1998,1607,DHSouter,107,0,0.022085184
1998-048-01,1998,1607,JPStevens,103,0,0.675529171
1998-048-01,1998,1607,AMKennedy,106,0,0.860022152
1998-048-01,1998,1607,AScalia,105,0,-0.615075711
1998-048-01,1998,1607,SDOConnor,104,0,0.029129864
1998-049-01,1998,1607,AScalia,105,1,0.241455886
1998-049-01,1998,1607,WHRehnquist,102,1,-0.016171984
1998-049-01,1998,1607,AMKennedy,106,1,2.058416097
1998-049-01,1998,1607,SGBreyer,110,1,-0.434448509
