"","caseId","justiceName","pitch_diff","petitioner_vote","justiceMQ","unpleasantDiff_totalWords","pleasantDiff_totalWords","docket","jquest_r","jquest_p","jwords_r","jwords_p"
"885","2006-012","JPStevens",0.61759931,1,-2.437,-2.935420752,-4.1095891,"05-7058",NA,NA,NA,NA
"886","2006-012","JPStevens",0.61759931,1,-2.437,-2.935420752,-4.1095891,"05-7058",NA,NA,NA,NA
"887","2006-012","JPStevens",0.61759931,1,-2.437,-2.935420752,-4.1095891,"05-7058",NA,NA,NA,NA
"888","2006-012","AScalia",-0.316803521,1,2.797,3.49295187,-1.285240412,"05-7058",NA,NA,NA,NA
"889","2006-012","AScalia",-0.316803521,1,2.797,3.49295187,-1.285240412,"05-7058",NA,NA,NA,NA
"890","2006-012","AScalia",-0.316803521,1,2.797,3.49295187,-1.285240412,"05-7058",NA,NA,NA,NA
"891","2006-012","SAAlito",0.082229399,1,1.608,5.217391491,2.608695745,"05-7058",NA,NA,NA,NA
"892","2006-012","SAAlito",0.082229399,1,1.608,5.217391491,2.608695745,"05-7058",NA,NA,NA,NA
"893","2006-012","SAAlito",0.082229399,1,1.608,5.217391491,2.608695745,"05-7058",NA,NA,NA,NA
"894","2006-013","JGRoberts",0.566648988,0,1.607,-1.477375507,-0.262443542,"05-593","51","45","2184","2164"
"895","2006-013","RBGinsburg",-0.866611301,0,-1.577,-1.403113127,0.208662271,"05-593","51","45","2184","2164"
"896","2006-013","AScalia",-0.419126157,0,2.797,1.132408619,0.411097169,"05-593","51","45","2184","2164"
"897","2006-013","JPStevens",0.728749038,0,-2.437,-1.688311577,8.571428299,"05-593","51","45","2184","2164"
"898","2006-013","SGBreyer",-0.389618538,0,-1.478,-2.517454863,-2.649902821,"05-593","51","45","2184","2164"
"899","2006-013","DHSouter",0.83779251,0,-1.465,-1.070783615,0.075972557,"05-593","51","45","2184","2164"
"900","2006-014","DHSouter",-0.713587851,1,-1.465,-1.081493139,0.308239937,"05-6551",NA,NA,NA,NA
"901","2006-014","AScalia",0.605552124,1,2.797,1.115397453,2.315889359,"05-6551",NA,NA,NA,NA
"902","2006-014","JPStevens",0.406132563,1,-2.437,-0.070995808,-1.983150363,"05-6551",NA,NA,NA,NA
"903","2006-014","SGBreyer",0.70993077,0,-1.478,1.018558264,-0.836080313,"05-6551",NA,NA,NA,NA
"904","2006-014","JGRoberts",-0.651562505,1,1.607,3.198887348,-1.662803411,"05-6551",NA,NA,NA,NA
"905","2006-014","AMKennedy",-0.585539412,0,0.435,-0.049137115,4.916773796,"05-6551",NA,NA,NA,NA
"906","2006-015","JGRoberts",-0.210252769,1,1.607,1.007326126,-2.406389713,"05-381","44","51","1813","1673"
"907","2006-015","SAAlito",-0.429632459,1,1.608,3.229813814,-0.869565248,"05-381","44","51","1813","1673"
"908","2006-015","RBGinsburg",0.495698631,1,-1.577,-1.591870308,-5.46875,"05-381","44","51","1813","1673"
"909","2006-015","AScalia",0.361170917,1,2.797,-3.872952461,0.009048939,"05-381","44","51","1813","1673"
"910","2006-015","DHSouter",-0.829332054,1,-1.465,2.969731569,-0.236055374,"05-381","44","51","1813","1673"
"911","2006-016","JGRoberts",-0.895845532,0,1.607,-3.286569595,-1.542139769,"05-8820",NA,NA,NA,NA
"912","2006-016","JPStevens",-0.124628063,0,-2.437,-2.421497583,-0.495168924,"05-8820",NA,NA,NA,NA
"913","2006-016","SGBreyer",0.165556728,0,-1.478,-1.101237774,-1.39960289,"05-8820",NA,NA,NA,NA
"914","2006-016","AScalia",-0.16919808,0,2.797,7.722385406,-2.421234608,"05-8820",NA,NA,NA,NA
"915","2006-016","RBGinsburg",-0.385746808,0,-1.577,-1.090429068,-1.980198026,"05-8820",NA,NA,NA,NA
"916","2006-017","DHSouter",0.33531209,1,-1.465,-1.432068586,0.30599761,"05-1256","45","50","1924","1915"
"917","2006-017","RBGinsburg",-1.011390283,0,-1.577,3.836317062,2.813299179,"05-1256","45","50","1924","1915"
"918","2006-017","JPStevens",-0.176906411,0,-2.437,-3.112975597,-1.648351669,"05-1256","45","50","1924","1915"
"919","2006-017","JGRoberts",0.009825944,1,1.607,1.981342793,0.609050989,"05-1256","45","50","1924","1915"
"920","2006-017","AMKennedy",-1.05048059,1,0.435,1.333333373,5.333333492,"05-1256","45","50","1924","1915"
"921","2006-017","SGBreyer",-0.324516217,1,-1.478,-1.389494896,-2.037736654,"05-1256","45","50","1924","1915"
"922","2006-018","AScalia",-0.434552476,0,2.797,1.056392908,-0.921754479,"05-996","50","72","1200","2312"
"923","2006-018","RBGinsburg",0.566863958,0,-1.577,3.921568632,-1.587301612,"05-996","50","72","1200","2312"
"924","2006-018","JGRoberts",0.390785336,0,1.607,-2.034806013,3.540436268,"05-996","50","72","1200","2312"
"925","2006-018","SGBreyer",0.466777379,0,-1.478,-0.796221256,2.584345818,"05-996","50","72","1200","2312"
"926","2006-018","JPStevens",-0.10172087,0,-2.437,0.161352634,0.851942658,"05-996","50","72","1200","2312"
"927","2006-019","RBGinsburg",0.7891457,0,-1.577,-2.280807018,-0.872616529,"05-1240","33","72","1759","2147"
"928","2006-019","AMKennedy",-0.325581075,0,0.435,-0.398183823,-2.280125618,"05-1240","33","72","1759","2147"
"929","2006-019","DHSouter",0.517819992,0,-1.465,2.818257093,0.492675781,"05-1240","33","72","1759","2147"
"930","2006-019","JPStevens",-0.59838935,0,-2.437,-3.896103859,-3.46320343,"05-1240","33","72","1759","2147"
"931","2006-019","SGBreyer",-0.424870337,0,-1.478,1.588901043,-0.784801483,"05-1240","33","72","1759","2147"
"932","2006-019","AScalia",-0.392337815,0,2.797,4.317939758,1.597444057,"05-1240","33","72","1759","2147"
"933","2006-020","JGRoberts",-0.089878293,1,1.607,0.265555382,-1.552477837,"05-595","26","49","795","1115"
"934","2006-020","SAAlito",-1.369818263,1,1.608,3.4864645,-0.287120581,"05-595","26","49","795","1115"
"935","2006-020","AScalia",-0.077595629,1,2.797,-0.512708664,-1.219955444,"05-595","26","49","795","1115"
"936","2006-020","AMKennedy",-1.845199777,1,0.435,1.140350819,0.63596487,"05-595","26","49","795","1115"
"937","2006-020","RBGinsburg",0.104662493,1,-1.577,5.259243965,-2.188695192,"05-595","26","49","795","1115"
"938","2006-020","JPStevens",-0.403454606,1,-2.437,-0.015346766,-3.8980968,"05-595","26","49","795","1115"
"939","2006-021","AScalia",-0.760053385,1,2.797,2.369254351,-3.242712021,"06-102","21","25","1032","827"
"940","2006-021","JPStevens",-0.785534445,1,-2.437,1.912145138,-3.488372087,"06-102","21","25","1032","827"
"941","2006-021","RBGinsburg",0.097783485,1,-1.577,3.141133547,0.967220306,"06-102","21","25","1032","827"
"942","2006-023","AMKennedy",0.704119784,1,0.435,0.764470339,-3.12259841,"05-1429","65","58","1650","1640"
"943","2006-023","RBGinsburg",-0.832892375,1,-1.577,2.801724195,-2.514367819,"05-1429","65","58","1650","1640"
"944","2006-023","JGRoberts",0.260780332,1,1.607,-1.408564806,-0.089303732,"05-1429","65","58","1650","1640"
"945","2006-023","DHSouter",1.50787303,1,-1.465,1.488701344,-0.751624465,"05-1429","65","58","1650","1640"
"946","2006-023","SGBreyer",1.900436525,1,-1.478,-0.321962833,0.809578896,"05-1429","65","58","1650","1640"
"947","2006-023","JPStevens",0.145386229,1,-2.437,-3.833672047,0.408960104,"05-1429","65","58","1650","1640"
"948","2006-024","RBGinsburg",0.470242077,0,-1.577,5.326032639,2.040816307,"05-1272","49","37","1847","1144"
"949","2006-024","JGRoberts",0.307659104,1,1.607,-1.994025707,0.718340635,"05-1272","49","37","1847","1144"
"950","2006-024","JPStevens",0.439952339,0,-2.437,-2.537898064,-0.689831376,"05-1272","49","37","1847","1144"
"951","2006-024","AScalia",-0.924631519,1,2.797,-1.187537193,-0.25938201,"05-1272","49","37","1847","1144"
"952","2006-025","AScalia",-0.689599481,1,2.797,-1.807549,-1.74552536,"06-116","65","34","2108","1218"
"953","2006-025","AMKennedy",-0.449101,1,0.435,0.407446384,-2.332279444,"06-116","65","34","2108","1218"
"954","2006-025","SGBreyer",-0.180889149,1,-1.478,-1.815476179,-0.585317373,"06-116","65","34","2108","1218"
"955","2006-025","SAAlito",-1.075917108,0,1.608,2.5,-5.263157845,"06-116","65","34","2108","1218"
"956","2006-025","DHSouter",0.294535805,0,-1.465,2.715844154,0.521821499,"06-116","65","34","2108","1218"
"957","2006-025","RBGinsburg",-0.255600812,0,-1.577,0.583833218,0.557295203,"06-116","65","34","2108","1218"
"958","2006-026","RBGinsburg",-1.589778727,1,-1.577,0.848712683,1.506607413,"05-1120","58","60","2461","2088"
"959","2006-026","JGRoberts",-1.110559539,0,1.607,-0.936490536,1.856622934,"05-1120","58","60","2461","2088"
"960","2006-026","SGBreyer",-0.473001977,1,-1.478,-1.785971165,3.40341568,"05-1120","58","60","2461","2088"
"961","2006-026","AScalia",-0.43185342,0,2.797,-2.871794701,-0.581196547,"05-1120","58","60","2461","2088"
"962","2006-027","AMKennedy",0.096802784,1,0.435,0.55591464,-0.562378764,"05-848","82","25","2834","729"
"963","2006-027","JGRoberts",0.185682158,1,1.607,2.341418028,-1.73507452,"05-848","82","25","2834","729"
"964","2006-027","RBGinsburg",-0.139206656,1,-1.577,-0.928714991,-1.204819322,"05-848","82","25","2834","729"
"965","2006-027","SGBreyer",0.191601783,1,-1.478,-3.890728474,-1.738410592,"05-848","82","25","2834","729"
"966","2006-027","AScalia",-0.253359547,1,2.797,-2.246712923,-0.519578695,"05-848","82","25","2834","729"
"967","2006-028","AMKennedy",1.352196162,0,0.435,0.396825314,-1.984127045,"05-1342","58","66","1460","2724"
"968","2006-028","JPStevens",-0.123019354,0,-2.437,2.619052649,-1.351909161,"05-1342","58","66","1460","2724"
"969","2006-028","SGBreyer",-0.238818176,0,-1.478,-1.788617611,2.096399546,"05-1342","58","66","1460","2724"
"970","2006-028","AScalia",-0.453259664,0,2.797,-0.459671021,0.857071638,"05-1342","58","66","1460","2724"
"971","2006-028","JGRoberts",-0.284950799,0,1.607,2.455239296,1.549108982,"05-1342","58","66","1460","2724"
"972","2006-028","RBGinsburg",0.179094758,0,-1.577,3.731343269,-1.947761297,"05-1342","58","66","1460","2724"
"973","2006-029","AScalia",-0.415013407,0,2.797,-3.690882444,2.067284107,"05-705","40","52","1351","2181"
"974","2006-029","JGRoberts",-0.926201101,0,1.607,-1.89826417,-0.487076521,"05-705","40","52","1351","2181"
"975","2006-029","SGBreyer",0.010285238,0,-1.478,-3.301738024,1.078199029,"05-705","40","52","1351","2181"
"976","2006-029","JPStevens",-1.433215097,0,-2.437,-1.639118552,1.687327623,"05-705","40","52","1351","2181"
"977","2006-029","RBGinsburg",0.097986184,0,-1.577,-2.209596157,-3.156565666,"05-705","40","52","1351","2181"
"978","2006-030","SGBreyer",0.240259323,0,-1.478,1.777323246,1.986169338,"05-1508","86","48","2209","1837"
"979","2006-030","AScalia",-0.637880952,0,2.797,1.683829308,-1.182718635,"05-1508","86","48","2209","1837"
"980","2006-030","JGRoberts",-0.404420152,0,1.607,-0.344611645,-1.207483053,"05-1508","86","48","2209","1837"
"981","2006-030","RBGinsburg",-1.526974646,0,-1.577,-0.03734827,1.680672288,"05-1508","86","48","2209","1837"
"982","2006-030","JPStevens",-1.045792954,0,-2.437,-1.355311394,2.051281929,"05-1508","86","48","2209","1837"
"983","2006-031","SGBreyer",0.481390435,0,-1.478,2.944822311,1.168689013,"05-380","57","43","1964","2104"
"984","2006-031","SGBreyer",0.481390435,0,-1.478,2.944822311,1.168689013,"05-380","57","43","1964","2104"
"985","2006-031","JGRoberts",-0.211821938,1,1.607,-3.753910303,-2.71115756,"05-380","57","43","1964","2104"
"986","2006-031","JGRoberts",-0.211821938,1,1.607,-3.753910303,-2.71115756,"05-380","57","43","1964","2104"
"987","2006-031","RBGinsburg",0.100714045,0,-1.577,0.601762176,-2.908517838,"05-380","57","43","1964","2104"
"988","2006-031","RBGinsburg",0.100714045,0,-1.577,0.601762176,-2.908517838,"05-380","57","43","1964","2104"
"989","2006-031","DHSouter",0.568515833,0,-1.465,1.011131763,2.167594433,"05-380","57","43","1964","2104"
"990","2006-031","DHSouter",0.568515833,0,-1.465,1.011131763,2.167594433,"05-380","57","43","1964","2104"
"991","2006-031","AMKennedy",0.119884607,1,0.435,-1.253013611,0.087455511,"05-380","57","43","1964","2104"
"992","2006-031","AMKennedy",0.119884607,1,0.435,-1.253013611,0.087455511,"05-380","57","43","1964","2104"
"993","2006-031","JGRoberts",-0.459287145,1,1.607,-3.753910303,-2.71115756,"05-380","57","43","1964","2104"
"994","2006-031","JGRoberts",-0.459287145,1,1.607,-3.753910303,-2.71115756,"05-380","57","43","1964","2104"
"995","2006-031","SGBreyer",-2.043811422,0,-1.478,2.944822311,1.168689013,"05-380","57","43","1964","2104"
"996","2006-031","SGBreyer",-2.043811422,0,-1.478,2.944822311,1.168689013,"05-380","57","43","1964","2104"
"997","2006-031","AMKennedy",-0.184277825,1,0.435,-1.253013611,0.087455511,"05-380","57","43","1964","2104"
"998","2006-031","AMKennedy",-0.184277825,1,0.435,-1.253013611,0.087455511,"05-380","57","43","1964","2104"
"999","2006-031","JPStevens",0.059685273,0,-2.437,-1.15720129,-0.064328194,"05-380","57","43","1964","2104"
"1000","2006-031","JPStevens",0.059685273,0,-2.437,-1.15720129,-0.064328194,"05-380","57","43","1964","2104"
"1001","2006-032","RBGinsburg",0.794281214,0,-1.577,5.1544981,-1.955154538,"05-9264",NA,NA,NA,NA
"1002","2006-032","DHSouter",0.722945201,0,-1.465,-0.025386333,-0.002759457,"05-9264",NA,NA,NA,NA
"1003","2006-032","SAAlito",-0.011927412,0,1.608,-6.617038727,-2.770884991,"05-9264",NA,NA,NA,NA
"1004","2006-032","SGBreyer",0.068116219,0,-1.478,-2.745465755,0.985082388,"05-9264",NA,NA,NA,NA
"1005","2006-032","JGRoberts",-0.682209609,0,1.607,0.678786755,-5.167630672,"05-9264",NA,NA,NA,NA
"1006","2006-032","JPStevens",-0.129849989,0,-2.437,-0.136198521,0.308716536,"05-9264",NA,NA,NA,NA
"1007","2006-032","AScalia",-0.152299341,0,2.797,-2.518437862,-0.547453642,"05-9264",NA,NA,NA,NA
"1008","2006-032","AMKennedy",0.957699631,0,0.435,5.982905388,-3.846153736,"05-9264",NA,NA,NA,NA
"1009","2006-033","JGRoberts",0.390756481,0,1.607,-0.08642292,-1.561374664,"05-11284","50","36","1639","877"
"1010","2006-033","AMKennedy",-0.89636383,1,0.435,9.762956619,13.11771774,"05-11284","50","36","1639","877"
"1011","2006-033","JPStevens",0.048378236,1,-2.437,1.175548553,1.214733601,"05-11284","50","36","1639","877"
"1012","2006-033","RBGinsburg",-0.775426128,1,-1.577,0.437360764,-0.823740959,"05-11284","50","36","1639","877"
"1013","2006-035","SAAlito",-0.118569523,0,1.608,6.578947544,-0.292397499,"05-11304","70","59","2725","2551"
"1014","2006-035","SGBreyer",1.409337425,1,-1.478,-1.46523571,0.85952282,"05-11304","70","59","2725","2551"
"1015","2006-035","DHSouter",-1.020298811,1,-1.465,-2.650052547,1.002023578,"05-11304","70","59","2725","2551"
"1016","2006-035","JPStevens",-0.614665114,1,-2.437,-1.799741745,-2.194357395,"05-11304","70","59","2725","2551"
"1017","2006-035","AMKennedy",0.075334334,1,0.435,-2.623688221,0.847076535,"05-11304","70","59","2725","2551"
"1018","2006-035","AScalia",-0.397640351,0,2.797,2.912060261,2.026316643,"05-11304","70","59","2725","2551"
"1019","2006-036","DHSouter",0.545325567,0,-1.465,1.448180676,2.413634539,"05-1345","72","56","1840","2242"
"1020","2006-036","AMKennedy",0.098453635,0,0.435,0.278445482,0.745792866,"05-1345","72","56","1840","2242"
"1021","2006-036","JGRoberts",0.44524379,0,1.607,0.653773308,0.934672356,"05-1345","72","56","1840","2242"
"1022","2006-036","RBGinsburg",1.02859117,0,-1.577,1.359899044,-0.790638685,"05-1345","72","56","1840","2242"
"1023","2006-036","AScalia",0.471778011,0,2.797,2.598807335,-1.856401443,"05-1345","72","56","1840","2242"
"1024","2006-037","AMKennedy",-0.301520736,1,0.435,-4.100278854,-1.585743427,"05-1631","83","26","2561","901"
"1025","2006-037","RBGinsburg",0.8712704,1,-1.577,7.619874954,-0.854700863,"05-1631","83","26","2561","901"
"1026","2006-037","JGRoberts",0.459007811,1,1.607,-0.787284613,0.742721319,"05-1631","83","26","2561","901"
"1027","2006-037","AScalia",-0.086903595,1,2.797,3.880028248,-0.156033278,"05-1631","83","26","2561","901"
"1028","2006-037","JPStevens",-0.201006181,0,-2.437,2.131336451,-0.249615908,"05-1631","83","26","2561","901"
"1029","2006-037","DHSouter",-0.010236851,1,-1.465,-2.866241932,-2.547770739,"05-1631","83","26","2561","901"
"1030","2006-037","SAAlito",-0.203840864,1,1.608,-4.950495243,-2.970297098,"05-1631","83","26","2561","901"
"1031","2006-037","SGBreyer",-0.208786213,1,-1.478,0.054289341,0.230121613,"05-1631","83","26","2561","901"
"1032","2006-038","JPStevens",-0.021938119,1,-2.437,0,-2.857142925,"04-1350","53","46","2149","1498"
"1033","2006-038","AScalia",-2.172667902,1,2.797,-1.917327404,2.671259403,"04-1350","53","46","2149","1498"
"1034","2006-038","SGBreyer",0.368617436,1,-1.478,1.676462173,0.740568876,"04-1350","53","46","2149","1498"
"1035","2006-038","SAAlito",-0.660400009,1,1.608,1.566339135,-2.979115248,"04-1350","53","46","2149","1498"
"1036","2006-038","AMKennedy",-0.498241267,1,0.435,-0.659009457,0.535315275,"04-1350","53","46","2149","1498"
"1037","2006-038","JGRoberts",-0.312509079,1,1.607,-0.95639956,0.726676226,"04-1350","53","46","2149","1498"
"1038","2006-041","RBGinsburg",-0.282889294,0,-1.577,-0.077220082,4.05405426,"05-1575","54","63","1691","3224"
"1039","2006-041","AScalia",0.580493118,1,2.797,-1.033448219,1.453316212,"05-1575","54","63","1691","3224"
"1040","2006-041","JGRoberts",0.950191117,1,1.607,-0.812538624,-1.801104069,"05-1575","54","63","1691","3224"
"1041","2006-041","SGBreyer",-0.388991008,0,-1.478,-0.424108744,-0.628147125,"05-1575","54","63","1691","3224"
"1042","2006-041","SAAlito",-0.3020909,1,1.608,0.164410114,-0.290135384,"05-1575","54","63","1691","3224"
"1043","2006-041","AMKennedy",0.52936367,1,0.435,-0.680076599,2.365900517,"05-1575","54","63","1691","3224"
"1044","2006-044","JGRoberts",0.244954704,1,1.607,0.467512369,0.75896883,"05-983","77","43","2494","1557"
"1045","2006-044","RBGinsburg",-0.563261113,1,-1.577,1.909854889,-3.437738895,"05-983","77","43","2494","1557"
"1046","2006-044","AScalia",-0.383088925,0,2.797,-0.096704006,2.755596638,"05-983","77","43","2494","1557"
"1047","2006-044","AMKennedy",-0.076833175,1,0.435,0.263435364,-0.842992306,"05-983","77","43","2494","1557"
"1048","2006-045","DHSouter",-0.422037352,1,-1.465,0.413890362,-0.428023577,"05-1126","66","65","2752","2190"
"1049","2006-045","SGBreyer",0.36738505,1,-1.478,-0.858084679,-1.948272228,"05-1126","66","65","2752","2190"
"1050","2006-045","AScalia",-0.466866669,1,2.797,2.825077295,1.148090839,"05-1126","66","65","2752","2190"
"1051","2006-045","JPStevens",0.436132413,0,-2.437,0.776754856,-2.138473511,"05-1126","66","65","2752","2190"
"1052","2006-045","RBGinsburg",-1.624746312,0,-1.577,-0.560224056,-3.73482728,"05-1126","66","65","2752","2190"
"1053","2006-045","JGRoberts",-0.72029671,1,1.607,-4.122448921,-0.988662243,"05-1126","66","65","2752","2190"
"1054","2006-045","AMKennedy",2.242530909,1,0.435,-1.57131958,0.793287516,"05-1126","66","65","2752","2190"
"1055","2006-046","AMKennedy",0.242690485,0,0.435,-0.737577677,-0.168219566,"06-313","62","63","2590","2368"
"1056","2006-046","AScalia",0.14253411,0,2.797,0.280890465,-0.546684265,"06-313","62","63","2590","2368"
"1057","2006-046","JPStevens",0.670686735,0,-2.437,-3.333333254,3.125,"06-313","62","63","2590","2368"
"1058","2006-046","SGBreyer",-0.987070531,0,-1.478,2.903920412,-0.065285206,"06-313","62","63","2590","2368"
"1059","2006-046","JGRoberts",1.072818109,0,1.607,-1.635223866,-3.025016308,"06-313","62","63","2590","2368"
"1060","2006-048","SAAlito",0.031404685,0,1.608,-0.873514891,-5.992312908,"05-1074","52","60","1960","2250"
"1061","2006-048","AMKennedy",-0.271268508,0,0.435,-0.17332983,3.265306234,"05-1074","52","60","1960","2250"
"1062","2006-048","RBGinsburg",-0.080754151,0,-1.577,-0.377464294,-0.412295341,"05-1074","52","60","1960","2250"
"1063","2006-048","DHSouter",-0.284683505,0,-1.465,3.732745647,0.857562304,"05-1074","52","60","1960","2250"
"1064","2006-048","JGRoberts",0.466598265,0,1.607,0.008593321,-3.003351212,"05-1074","52","60","1960","2250"
"1065","2006-048","JPStevens",-0.416125401,0,-2.437,1.707255363,0.194257498,"05-1074","52","60","1960","2250"
"1066","2006-048","SGBreyer",-0.758427655,0,-1.478,-5.720869064,1.501556396,"05-1074","52","60","1960","2250"
"1067","2006-048","AScalia",0.156640232,0,2.797,-0.846846819,-2.396396399,"05-1074","52","60","1960","2250"
"1068","2006-050","JPStevens",0.381147089,1,-2.437,0.610787868,-0.90792799,"06-84",NA,NA,NA,NA
"1069","2006-050","JPStevens",0.381147089,1,-2.437,0.610787868,-0.90792799,"06-84",NA,NA,NA,NA
"1070","2006-050","RBGinsburg",0.743716906,1,-1.577,1.275917053,-7.25677824,"06-84",NA,NA,NA,NA
"1071","2006-050","RBGinsburg",0.743716906,1,-1.577,1.275917053,-7.25677824,"06-84",NA,NA,NA,NA
"1072","2006-050","AScalia",-0.809038007,1,2.797,0.709375858,0.438788891,"06-84",NA,NA,NA,NA
"1073","2006-050","AScalia",-0.809038007,1,2.797,0.709375858,0.438788891,"06-84",NA,NA,NA,NA
"1074","2006-050","SGBreyer",-0.566526021,1,-1.478,-0.828888416,-2.438405037,"06-84",NA,NA,NA,NA
"1075","2006-050","SGBreyer",-0.566526021,1,-1.478,-0.828888416,-2.438405037,"06-84",NA,NA,NA,NA
"1076","2006-050","JGRoberts",0.447114941,1,1.607,0.060975552,0.020325184,"06-84",NA,NA,NA,NA
"1077","2006-050","JGRoberts",0.447114941,1,1.607,0.060975552,0.020325184,"06-84",NA,NA,NA,NA
"1078","2006-052","SGBreyer",-0.634041212,0,-1.478,-1.716572523,-1.139810801,"06-5618",NA,NA,NA,NA
"1079","2006-052","JPStevens",0.711752429,0,-2.437,-5.447470665,-3.112840414,"06-5618",NA,NA,NA,NA
"1080","2006-054","SAAlito",-1.213464989,1,1.608,0.73691988,-1.915990829,"05-1448","50","56","2139","2121"
"1081","2006-054","AMKennedy",0.534438226,1,0.435,-0.135265827,0.830917597,"05-1448","50","56","2139","2121"
"1082","2006-054","AScalia",0.076741482,1,2.797,1.820598125,0.420819402,"05-1448","50","56","2139","2121"
"1083","2006-054","SGBreyer",-0.020050542,1,-1.478,2.330921412,-1.604677677,"05-1448","50","56","2139","2121"
"1084","2006-054","DHSouter",1.164458905,1,-1.465,2.031898975,-2.084693909,"05-1448","50","56","2139","2121"
"1085","2006-054","JGRoberts",0.07977284,1,1.607,2.772072315,-1.057553768,"05-1448","50","56","2139","2121"
"1086","2006-056","JGRoberts",0.366113141,0,1.607,1.250601292,3.415103436,"06-562","39","59","1383","1973"
"1087","2006-056","DHSouter",-0.705284689,0,-1.465,1.636483669,-3.039520979,"06-562","39","59","1383","1973"
"1088","2006-056","SGBreyer",-0.252481282,0,-1.478,0.236865282,-0.095862865,"06-562","39","59","1383","1973"
"1089","2006-056","RBGinsburg",-0.003662222,0,-1.577,-3.585386753,2.109883785,"06-562","39","59","1383","1973"
"1090","2006-056","AScalia",0.76850175,0,2.797,2.156713486,4.075619698,"06-562","39","59","1383","1973"
"1091","2006-057","AScalia",-0.254385372,1,2.797,-0.053493738,-1.371381879,"05-1284","43","49","1827","1142"
"1092","2006-057","RBGinsburg",-1.073616249,1,-1.577,4.551319599,-1.800586462,"05-1284","43","49","1827","1142"
"1093","2006-057","AMKennedy",-0.949032211,1,0.435,7.692307472,-2.272727251,"05-1284","43","49","1827","1142"
"1094","2006-059","JGRoberts",-2.17756298,1,1.607,1.152583122,-4.914899826,"05-1589","66","54","1912","1547"
"1095","2006-059","JGRoberts",-2.17756298,1,1.607,1.152583122,-4.914899826,"05-1589","66","54","1912","1547"
"1096","2006-059","RBGinsburg",0.61944534,1,-1.577,0.840768576,1.098146915,"05-1589","66","54","1912","1547"
"1097","2006-059","RBGinsburg",0.61944534,1,-1.577,0.840768576,1.098146915,"05-1589","66","54","1912","1547"
"1098","2006-059","JPStevens",0.023678387,1,-2.437,-2.972130775,2.567988634,"05-1589","66","54","1912","1547"
"1099","2006-059","JPStevens",0.023678387,1,-2.437,-2.972130775,2.567988634,"05-1589","66","54","1912","1547"
"1100","2006-059","AMKennedy",0.348873892,1,0.435,-0.184281826,-0.140921354,"05-1589","66","54","1912","1547"
"1101","2006-059","AMKennedy",0.348873892,1,0.435,-0.184281826,-0.140921354,"05-1589","66","54","1912","1547"
"1102","2006-059","SAAlito",-0.445519394,1,1.608,0.981698751,-2.003376007,"05-1589","66","54","1912","1547"
"1103","2006-059","SAAlito",-0.445519394,1,1.608,0.981698751,-2.003376007,"05-1589","66","54","1912","1547"
"1104","2006-059","AScalia",-0.363848435,1,2.797,-1.780835152,-0.639149189,"05-1589","66","54","1912","1547"
"1105","2006-059","AScalia",-0.363848435,1,2.797,-1.780835152,-0.639149189,"05-1589","66","54","1912","1547"
"1106","2006-059","DHSouter",0.311778494,1,-1.465,-3.033478498,4.996317863,"05-1589","66","54","1912","1547"
"1107","2006-059","DHSouter",0.311778494,1,-1.465,-3.033478498,4.996317863,"05-1589","66","54","1912","1547"
"1108","2006-059","SGBreyer",-0.044893751,1,-1.478,0.313082695,3.653743744,"05-1589","66","54","1912","1547"
"1109","2006-059","SGBreyer",-0.044893751,1,-1.478,0.313082695,3.653743744,"05-1589","66","54","1912","1547"
"1110","2006-060","SGBreyer",-0.214671619,0,-1.478,2.286180973,3.146050215,"06-134","68","72","1863","1857"
"1111","2006-060","RBGinsburg",-0.638517192,0,-1.577,-10.32293129,-1.814223766,"06-134","68","72","1863","1857"
"1112","2006-060","DHSouter",-0.26257992,0,-1.465,-1.840490818,-2.147239208,"06-134","68","72","1863","1857"
"1113","2006-060","AMKennedy",0.225074562,0,0.435,-0.630904675,3.742709637,"06-134","68","72","1863","1857"
"1114","2006-060","AScalia",0.012539374,0,2.797,-0.329511642,3.496530771,"06-134","68","72","1863","1857"
"1115","2006-060","JGRoberts",-1.254719857,0,1.607,-1.417004108,2.091767788,"06-134","68","72","1863","1857"
"1116","2006-061","DHSouter",-0.114658133,0,-1.465,2.708333492,0.833333492,"06-5306",NA,NA,NA,NA
"1117","2006-061","AScalia",0.018878552,0,2.797,2.814097881,0.693571448,"06-5306",NA,NA,NA,NA
"1118","2006-061","JGRoberts",-1.118282723,0,1.607,0.632332325,-0.594661474,"06-5306",NA,NA,NA,NA
"1119","2006-061","JPStevens",0.328055786,0,-2.437,2.165724754,1.780516863,"06-5306",NA,NA,NA,NA
"1120","2006-061","SGBreyer",0.134872353,0,-1.478,1.25,2.291666746,"06-5306",NA,NA,NA,NA
"1121","2006-061","SAAlito",0.105437771,0,1.608,-3.478260756,-1.739130378,"06-5306",NA,NA,NA,NA
"1122","2006-061","RBGinsburg",0.293088263,0,-1.577,0.887511015,1.005438805,"06-5306",NA,NA,NA,NA
"1123","2006-062","DHSouter",-2.027535137,1,-1.465,1.056048393,-1.491617203,"05-85",NA,NA,NA,NA
"1124","2006-062","JPStevens",1.9267596,0,-2.437,1.502209187,2.297496319,"05-85",NA,NA,NA,NA
