,caseId,justiceName,petac,respac,sgpetac,sgrespac,justiceMQ,petNumStat,respNumStat,lowerConservative,lowerConXjusticeMQ,unpleasantDiff_totalWords,pleasantDiff_totalWords,questionDifference,petVote
1,2007-056,JGRoberts,1,0,0,0,1.616,2,10,1,1.616000056,1.040847778,0.116348505,18,0
2,2008-075,AMKennedy,6,15,0,0,0.588,8,10,0,0,-2.115072966,-1.666642427,-9,1
3,2008-075,CThomas,6,15,0,0,4.274,8,10,0,0,0,0,0,0
4,2008-075,SGBreyer,6,15,0,0,-1.11,8,10,0,0,1.840220451,2.013774157,1,1
5,2008-075,JGRoberts,6,15,0,0,1.699,8,10,0,0,2.814195395,0.007534504,-17,1
6,2008-075,DHSouter,6,15,0,0,-1.506,8,10,0,0,4.651162624,3.410852671,14,1
7,2006-003,DHSouter,7,2,0,0,-1.465,2,10,1,-1.465000033,1.845991373,2.689873219,-14,1
8,2008-047,RBGinsburg,2,0,0,0,-1.65,2,10,1,-1.649999976,-3.140025616,1.574918985,-1,1
9,2008-070,JPStevens,0,0,0,0,-2.545,2,10,1,-2.545000076,2.176293373,-1.784834623,-11,0
10,2008-028,JPStevens,6,0,0,0,-2.545,2,10,1,-2.545000076,-1.529180527,6.719977379,-5,1
11,2005-074,JGRoberts,1,0,0,0,1.568,2,10,1,1.567999959,-1.714859962,-2.94964838,9,0
12,2008-070,AMKennedy,0,0,0,0,0.588,2,10,1,0.588,-5.639976501,2.527761698,3,0
13,2008-070,CThomas,0,0,0,0,4.274,2,10,1,4.274000168,0,0,0,0
14,2008-070,SAAlito,0,0,0,0,1.898,2,10,1,1.898000002,0.164835453,-0.482295513,3,0
15,2004-001,AScalia,1,0,0,0,2.725,2,10,1,2.724999905,-0.47785759,-1.048832536,-15,1
16,2008-028,DHSouter,6,0,0,0,-1.506,2,10,1,-1.506000042,1.193701982,-0.922754407,-12,1
17,2005-074,SGBreyer,1,0,0,0,-1.4,2,10,1,-1.399999976,-1.079150677,-2.851445913,6,0
18,2006-003,JPStevens,7,2,0,0,-2.437,2,10,1,-2.437000036,2.030812263,-1.930772305,-9,1
19,2008-028,SAAlito,6,0,0,0,1.898,2,10,1,1.898000002,2.571428537,2,10,1
20,2004-001,DHSouter,1,0,0,0,-1.698,2,10,1,-1.697999954,-0.579133987,-0.804230928,-5,1
21,2004-001,RBGinsburg,1,0,0,0,-1.697,2,10,1,-1.697000027,-3.296613455,-0.30599761,6,1
22,2008-028,RBGinsburg,6,0,0,0,-1.65,2,10,1,-1.649999976,-0.853563786,1.119609952,1,1
23,2008-047,SGBreyer,2,0,0,0,-1.11,2,10,1,-1.110000014,1.395243406,0.036240101,-3,1
24,2004-001,CThomas,1,0,0,0,4.225,2,10,1,4.224999905,0,0,0,1
25,2008-047,DHSouter,2,0,0,0,-1.506,2,10,1,-1.506000042,-1.307046413,-3.614457846,-9,1
26,2004-001,SDOConnor,1,0,0,0,0.084,2,10,1,0.083999999,4.115226269,3.292181015,9,1
27,2006-003,AScalia,7,2,0,0,2.797,2,10,1,2.796999931,-3.818558693,3.974011421,-24,1
28,2007-056,AScalia,1,0,0,0,2.755,2,10,1,2.755000114,2.297078133,1.663960934,3,0
29,2008-070,RBGinsburg,0,0,0,0,-1.65,2,10,1,-1.649999976,0.367647171,-4.182479858,1,0
30,2008-075,JPStevens,6,15,0,0,-2.545,8,10,0,0,4.615384579,2.307692289,5,1
31,2006-003,AMKennedy,7,2,0,0,0.435,2,10,1,0.435000002,-1.805555344,1.875,5,1
32,2006-003,SGBreyer,7,2,0,0,-1.478,2,10,1,-1.478000045,2.82439971,0.002425432,-5,1
33,2008-075,RBGinsburg,6,15,0,0,-1.65,8,10,0,0,-0.155937195,-1.186985016,16,1
34,2007-056,CThomas,1,0,0,0,4.372,2,10,1,4.372000217,0,0,0,0
35,2008-047,JGRoberts,2,0,0,0,1.699,2,10,1,1.699000001,2.003673792,-1.853726387,13,1
36,2005-074,SAAlito,1,0,0,0,1.584,2,10,1,1.583999991,1.428571463,0,1,0
37,2008-070,DHSouter,0,0,0,0,-1.506,2,10,1,-1.506000042,4.827586174,2.241379261,11,0
38,2008-070,SGBreyer,0,0,0,0,-1.11,2,10,1,-1.110000014,0,0,0,0
39,2005-074,AScalia,1,0,0,0,2.72,2,10,1,2.720000029,-1.920101404,-1.263842106,4,0
40,2008-047,JPStevens,2,0,0,0,-2.545,2,10,1,-2.545000076,1.25,2.5,0,1
41,2008-075,AScalia,6,15,0,0,2.736,8,10,0,0,1.684518814,-0.146479964,-23,1
42,2008-070,AScalia,0,0,0,0,2.736,2,10,1,2.736000061,-1.679337502,-2.520174503,0,0
43,2008-028,CThomas,6,0,0,0,4.274,2,10,1,4.274000168,0,0,0,0
44,2008-028,AMKennedy,6,0,0,0,0.588,2,10,1,0.588,1.731601715,-0.7792207,5,1
45,2005-074,JPStevens,1,0,0,0,-2.418,2,10,1,-2.417999983,-4.347826004,-4.347826004,-9,1
46,2005-074,DHSouter,1,0,0,0,-1.587,2,10,1,-1.587000012,-2.702702761,-2.702702761,-5,0
47,2007-056,AMKennedy,1,0,0,0,0.342,2,10,1,0.342000008,-3.099415064,0.497076035,-2,1
48,2007-056,JPStevens,1,0,0,0,-2.349,2,10,1,-2.348999977,-11.34453773,2.941176414,0,1
49,2007-056,SAAlito,1,0,0,0,1.701,2,10,1,1.700999975,-8.162267685,1.515151501,6,0
50,2004-001,AMKennedy,1,0,0,0,0.534,2,10,1,0.533999979,-3.536757231,1.53401494,4,1
51,2008-047,AScalia,2,0,0,0,2.736,2,10,1,2.736000061,3.592814445,1.796407223,7,1
52,2004-001,SGBreyer,1,0,0,0,-1.182,2,10,1,-1.182000041,-1.911514282,-0.794101,-10,1
53,2006-003,CThomas,7,2,0,0,4.396,2,10,1,4.395999908,0,0,0,0
54,2006-003,SAAlito,7,2,0,0,1.608,2,10,1,1.60800004,4.954955101,1.801801801,9,1
55,2006-003,RBGinsburg,7,2,0,0,-1.577,2,10,1,-1.577000022,1.335693598,-0.202767849,0,1
56,2008-047,SAAlito,2,0,0,0,1.898,2,10,1,1.898000002,0,0,0,0
57,2008-047,AMKennedy,2,0,0,0,0.588,2,10,1,0.588,-3.83800745,-4.346353054,8,1
58,2007-056,SGBreyer,1,0,0,0,-1.354,2,10,1,-1.353999972,-0.277809143,1.202333927,-14,1
59,2007-056,RBGinsburg,1,0,0,0,-1.564,2,10,1,-1.56400001,-0.459090471,0.67173624,-2,1
60,2006-003,JGRoberts,7,2,0,0,1.607,2,10,1,1.606999993,0.478240132,3.658536673,15,1
61,2008-028,AScalia,6,0,0,0,2.736,2,10,1,2.736000061,0.950888157,-1.589527369,28,1
62,2008-075,SAAlito,6,15,0,0,1.898,8,10,0,0,-1.608796358,0.266203642,-4,1
63,2008-028,SGBreyer,6,0,0,0,-1.11,2,10,1,-1.110000014,-1.313642502,2.594647408,-9,1
64,2008-047,CThomas,2,0,0,0,4.274,2,10,1,4.274000168,0,0,0,0
65,2004-001,JPStevens,1,0,0,0,-2.522,2,10,1,-2.522000074,4.843580723,2.47443819,2,1
66,2008-070,JGRoberts,0,0,0,0,1.699,2,10,1,1.699000001,-5.263157845,-4.048583031,-15,0
67,2007-056,DHSouter,1,0,0,0,-1.487,2,10,1,-1.486999989,0.737236023,0.751339912,-10,1
68,2005-074,RBGinsburg,1,0,0,0,-1.467,2,10,1,-1.467000008,1.654939413,-0.467211008,1,0
69,2008-028,JGRoberts,6,0,0,0,1.699,2,10,1,1.699000001,-0.484925747,-1.007474542,-12,1
70,2005-074,AMKennedy,1,0,0,0,0.441,2,10,1,0.441000015,-1.414372921,-1.885830641,-1,0
71,2005-074,CThomas,1,0,0,0,4.341,2,10,1,4.34100008,0,0,0,0
72,2004-001,WHRehnquist,1,0,0,0,1.49,2,10,1,1.49000001,-6.069752216,-3.034876108,-6,1
73,2008-069,SAAlito,5,1,0,0,1.898,5,8,0,0,5,0,1,1
74,2004-069,CThomas,16,12,0,0,4.225,3,8,0,0,0,0,0,1
75,2004-069,SDOConnor,16,12,0,0,0.084,3,8,0,0,1.90905571,-1.157678127,3,1
76,2006-019,DHSouter,0,2,0,0,-1.465,3,8,1,-1.465000033,2.818257093,0.492675781,10,0
77,2004-069,AScalia,16,12,0,0,2.725,3,8,0,0,-1.880347252,-1.487677097,-14,1
78,2008-066,RBGinsburg,2,1,0,0,-1.65,3,8,1,-1.649999976,-1.487893105,-0.269037247,4,0
79,2006-019,RBGinsburg,0,2,0,0,-1.577,3,8,1,-1.577000022,-2.280807018,-0.872616529,0,1
80,2004-063,AMKennedy,9,5,0,0,0.534,3,8,0,0,-0.808840275,1.788562298,2,0
81,2006-019,SGBreyer,0,2,0,0,-1.478,3,8,1,-1.478000045,1.588901043,-0.784801483,9,1
82,2006-060,JGRoberts,2,1,1,0,1.607,9,8,0,0,-1.417004108,2.091767788,2,0
83,2008-066,CThomas,2,1,0,0,4.274,3,8,1,4.274000168,0,0,0,0
84,2006-019,SAAlito,0,2,0,0,1.608,3,8,1,1.60800004,9.401709557,2.991452932,6,0
85,2004-069,DHSouter,16,12,0,0,-1.698,3,8,0,0,-4.022023201,0.233295918,8,0
86,2004-063,RBGinsburg,9,5,0,0,-1.697,3,8,0,0,-0.988142252,-1.778656006,5,0
87,2006-019,JPStevens,0,2,0,0,-2.437,3,8,1,-2.437000036,-3.896103859,-3.46320343,-2,0
88,2004-063,CThomas,9,5,0,0,4.225,3,8,0,0,0,0,0,0
89,2008-069,AMKennedy,5,1,0,0,0.588,5,8,0,0,2.694044113,-2.999145746,-6,1
90,2006-019,AMKennedy,0,2,0,0,0.435,3,8,1,0.435000002,-0.398183823,-2.280125618,-1,0
91,2008-069,AScalia,5,1,0,0,2.736,5,8,0,0,-5.904692173,-0.280481339,-10,1
92,2004-035,RBGinsburg,4,5,0,0,-1.697,3,8,0,0,-1.779988289,-0.499531269,-5,0
93,2006-060,RBGinsburg,2,1,1,0,-1.577,9,8,0,0,-10.32293129,-1.814223766,10,0
94,2004-063,SDOConnor,9,5,0,0,0.084,3,8,0,0,1.290569782,-3.492631435,10,0
95,2006-060,SAAlito,2,1,1,0,1.608,9,8,0,0,0,0,0,0
96,2004-035,CThomas,4,5,0,0,4.225,3,8,0,0,0,0,0,1
97,2004-069,SGBreyer,16,12,0,0,-1.182,3,8,0,0,-0.430826187,0.374825001,4,0
98,2008-069,JGRoberts,5,1,0,0,1.699,5,8,0,0,2.116023064,-0.040889502,16,1
99,2006-060,JPStevens,2,1,1,0,-2.437,9,8,0,0,-5.882352829,-0.735294104,-5,1
100,2004-035,AScalia,4,5,0,0,2.725,3,8,0,0,-1.301760674,-1.54351604,-12,0
101,2004-069,JPStevens,16,12,0,0,-2.522,3,8,0,0,0,0,0,0
102,2008-066,SGBreyer,2,1,0,0,-1.11,3,8,1,-1.110000014,1.263157845,6.081871033,-4,0
103,2006-060,AMKennedy,2,1,1,0,0.435,9,8,0,0,-0.630904675,3.742709637,-4,0
104,2008-069,DHSouter,5,1,0,0,-1.506,5,8,0,0,2.902605295,1.451302648,15,0
105,2008-066,AScalia,2,1,0,0,2.736,3,8,1,2.736000061,-0.494672775,-0.114154816,-7,0
106,2008-066,JGRoberts,2,1,0,0,1.699,3,8,1,1.699000001,0.544884682,-0.524549723,-15,0
107,2008-066,SAAlito,2,1,0,0,1.898,3,8,1,1.898000002,9.523809433,9.407665253,0,0
108,2004-063,WHRehnquist,9,5,0,0,1.49,3,8,0,0,-0.817364454,-2.742712021,-2,0
109,2004-035,SDOConnor,4,5,0,0,0.084,3,8,0,0,4.494381905,2.247190952,4,1
110,2004-035,SGBreyer,4,5,0,0,-1.182,3,8,0,0,1.167836428,2.393926859,-7,0
111,2006-060,CThomas,2,1,1,0,4.396,9,8,0,0,0,0,0,0
112,2006-060,AScalia,2,1,1,0,2.797,9,8,0,0,-0.329511642,3.496530771,11,0
113,2008-069,CThomas,5,1,0,0,4.274,5,8,0,0,0,0,0,1
114,2008-069,RBGinsburg,5,1,0,0,-1.65,5,8,0,0,-1.641140938,-0.738369226,-1,1
115,2006-060,SGBreyer,2,1,1,0,-1.478,9,8,0,0,2.286180973,3.146050215,1,1
116,2006-019,AScalia,0,2,0,0,2.797,3,8,1,2.796999931,4.317939758,1.597444057,9,0
117,2004-035,AMKennedy,4,5,0,0,0.534,3,8,0,0,2.941176414,0,1,1
118,2008-069,JPStevens,5,1,0,0,-2.545,5,8,0,0,-1.587301731,-0.963718772,-4,0
119,2006-019,JGRoberts,0,2,0,0,1.607,3,8,1,1.606999993,-1.314539909,1.194581985,6,0
120,2006-060,DHSouter,2,1,1,0,-1.465,9,8,0,0,-1.840490818,-2.147239208,-10,0
121,2004-035,DHSouter,4,5,0,0,-1.698,3,8,0,0,-5.952381134,-2.380952358,-3,0
122,2008-066,AMKennedy,2,1,0,0,0.588,3,8,1,0.588,0,0,0,0
123,2004-063,SGBreyer,9,5,0,0,-1.182,3,8,0,0,2.851323843,4.073319912,7,0
124,2008-069,SGBreyer,5,1,0,0,-1.11,5,8,0,0,-1.522619247,0.253141165,-13,1
125,2008-066,JPStevens,2,1,0,0,-2.545,3,8,1,-2.545000076,-4.255319118,0,-5,0
126,2004-063,DHSouter,9,5,0,0,-1.698,3,8,0,0,-1.176987648,1.581027627,-6,0
127,2004-063,AScalia,9,5,0,0,2.725,3,8,0,0,-0.595677137,1.476014733,6,0
128,2004-035,JPStevens,4,5,0,0,-2.522,3,8,0,0,-0.637865067,-0.717868805,8,0
129,2004-069,AMKennedy,16,12,0,0,0.534,3,8,0,0,-0.652190685,-0.24309659,-2,0
130,2004-063,JPStevens,9,5,0,0,-2.522,3,8,0,0,5.714285851,3.571428537,4,0
131,2008-066,DHSouter,2,1,0,0,-1.506,3,8,1,-1.506000042,-1.343101025,0,-1,0
132,2004-069,RBGinsburg,16,12,0,0,-1.697,3,8,0,0,0.881472111,-2.533162117,2,0
133,2006-019,CThomas,0,2,0,0,4.396,3,8,1,4.395999908,0,0,0,0
134,2004-068,WHRehnquist,4,3,0,0,1.49,6,9,1,1.49000001,5.172413826,8.620689392,5,1
135,2004-067,DHSouter,4,3,0,0,-1.698,6,9,0,0,-1.590361357,-1.934595585,16,0
136,2007-003,AScalia,4,1,0,0,2.755,6,9,0,0,-1.997561932,4.802135468,-9,1
137,2007-003,DHSouter,4,1,0,0,-1.487,6,9,0,0,-2.234294891,-1.169167995,-10,1
138,2007-003,RBGinsburg,4,1,0,0,-1.564,6,9,0,0,-3.578910828,1.003840804,-4,1
139,2004-067,SGBreyer,4,3,0,0,-1.182,6,9,0,0,-2.294455051,2.586293697,-12,0
140,2005-055,DHSouter,7,8,0,0,-1.587,6,9,0,0,-4.827515602,-1.113367558,5,0
141,2005-055,JPStevens,7,8,0,0,-2.418,6,9,0,0,0.816544652,-5.677655697,10,0
142,2004-068,JPStevens,4,3,0,0,-2.522,6,9,1,-2.522000074,1.273924828,0.636962414,-2,0
143,2005-055,JGRoberts,7,8,0,0,1.568,6,9,0,0,-1.80835712,0.759216785,-17,0
144,2004-068,AMKennedy,4,3,0,0,0.534,6,9,1,0.533999979,-2.608695745,9.021739006,-6,1
145,2004-068,RBGinsburg,4,3,0,0,-1.697,6,9,1,-1.697000027,2.072538853,-1.118950605,2,0
146,2004-068,CThomas,4,3,0,0,4.225,6,9,1,4.224999905,0,0,0,0
147,2004-067,JPStevens,4,3,0,0,-2.522,6,9,0,0,1.273924828,0.636962414,-2,0
148,2004-067,AScalia,4,3,0,0,2.725,6,9,0,0,0.590774536,-0.378295422,-17,0
149,2007-003,JPStevens,4,1,0,0,-2.349,6,9,0,0,-0.213963985,1.036036134,-9,1
150,2004-067,AMKennedy,4,3,0,0,0.534,6,9,0,0,-2.608695745,9.021739006,-6,0
151,2007-003,AMKennedy,4,1,0,0,0.342,6,9,0,0,-0.265326023,-0.726155519,4,1
152,2007-003,CThomas,4,1,0,0,4.372,6,9,0,0,0,0,0,1
153,2005-055,SGBreyer,7,8,0,0,-1.4,6,9,0,0,2.653727293,0.429405689,11,0
154,2005-055,AScalia,7,8,0,0,2.72,6,9,0,0,-0.407375813,0.418096066,-30,0
155,2004-068,SGBreyer,4,3,0,0,-1.182,6,9,1,-1.182000041,-2.294455051,2.586293697,-12,0
156,2004-067,RBGinsburg,4,3,0,0,-1.697,6,9,0,0,2.072538853,-1.118950605,2,0
157,2007-003,JGRoberts,4,1,0,0,1.616,6,9,0,0,-2.992471218,-0.288060427,14,1
158,2005-055,RBGinsburg,7,8,0,0,-1.467,6,9,0,0,0,5.925925732,4,0
159,2005-055,SAAlito,7,8,0,0,1.584,6,9,0,0,1.859989643,3.47470665,2,0
160,2004-067,CThomas,4,3,0,0,4.225,6,9,0,0,0,0,0,0
161,2007-003,SAAlito,4,1,0,0,1.701,6,9,0,0,-2.058252335,-1.08737874,3,1
162,2004-068,SDOConnor,4,3,0,0,0.084,6,9,1,0.083999999,-3.846153736,2.424749136,-2,1
163,2004-067,WHRehnquist,4,3,0,0,1.49,6,9,0,0,5.172413826,8.620689392,5,0
164,2004-067,SDOConnor,4,3,0,0,0.084,6,9,0,0,-3.846153736,2.424749136,-2,0
165,2004-068,AScalia,4,3,0,0,2.725,6,9,1,2.724999905,0.590774536,-0.378295422,-17,0
166,2007-003,SGBreyer,4,1,0,0,-1.354,6,9,0,0,-5.6478405,-2.325581312,-4,1
167,2005-055,AMKennedy,7,8,0,0,0.441,6,9,0,0,1.5625,0.189393997,1,0
168,2005-055,CThomas,7,8,0,0,4.341,6,9,0,0,0,0,0,0
169,2004-068,DHSouter,4,3,0,0,-1.698,6,9,1,-1.697999954,-1.590361357,-1.934595585,16,0
170,2008-030,AMKennedy,7,3,0,1,0.588,9,8,0,0,2.121212006,0.173160076,9,0
171,2008-030,SGBreyer,7,3,0,1,-1.11,9,8,0,0,1.811084986,-0.270621896,-8,1
172,2007-070,AScalia,5,8,0,0,2.755,6,8,1,2.755000114,3.47121954,-2.817180634,4,1
173,2007-035,RBGinsburg,11,14,0,1,-1.564,3,8,1,-1.56400001,-4.757436275,0.175283313,-9,1
174,2008-030,AScalia,7,3,0,1,2.736,9,8,0,0,1.515151501,2.121212006,3,0
175,2007-070,JPStevens,5,8,0,0,-2.349,6,8,1,-2.348999977,-0.158061028,-3.029504776,3,0
176,2008-030,DHSouter,7,3,0,1,-1.506,9,8,0,0,2.85935235,-1.845433235,-15,1
177,2005-046,DHSouter,1,1,1,0,-1.587,7,8,1,-1.587000012,0,0,0,1
178,2005-046,JGRoberts,1,1,1,0,1.568,7,8,1,1.567999959,-1.310861349,1.498127222,-5,1
179,2007-070,RBGinsburg,5,8,0,0,-1.564,6,8,1,-1.56400001,0.56101656,-5.1210742,13,1
180,2008-030,CThomas,7,3,0,1,4.274,9,8,0,0,0,0,0,0
181,2007-063,DHSouter,4,2,0,0,-1.487,3,8,1,-1.486999989,-1.533771038,-0.678549051,-12,1
182,2007-063,SGBreyer,4,2,0,0,-1.354,3,8,1,-1.353999972,-0.257699728,0.119535446,-8,1
183,2007-063,SAAlito,4,2,0,0,1.701,3,8,1,1.700999975,5.413058281,0.682878077,4,1
184,2007-070,CThomas,5,8,0,0,4.372,6,8,1,4.372000217,0,0,0,1
185,2005-046,SAAlito,1,1,1,0,1.584,7,8,1,1.583999991,-1.666666627,-1.666666627,-3,1
186,2008-030,JPStevens,7,3,0,1,-2.545,9,8,0,0,-1.079734087,-0.581395328,-2,1
187,2007-070,DHSouter,5,8,0,0,-1.487,6,8,1,-1.486999989,-4.076298714,-0.340097427,-19,0
188,2008-030,SAAlito,7,3,0,1,1.898,9,8,0,0,4.545454502,1.818181872,6,0
189,2007-070,AMKennedy,5,8,0,0,0.342,6,8,1,0.342000008,1.246051192,2.597402573,3,1
190,2007-063,AMKennedy,4,2,0,0,0.342,3,8,1,0.342000008,0.894308805,-0.361336946,2,1
191,2005-046,AScalia,1,1,1,0,2.72,7,8,1,2.720000029,-1.345633984,-0.164531708,-3,1
192,2007-035,DHSouter,11,14,0,1,-1.487,3,8,1,-1.486999989,-1.169936895,0.721954823,-19,1
193,2007-035,AMKennedy,11,14,0,1,0.342,3,8,1,0.342000008,5.829596519,3.139013529,4,0
194,2007-063,JGRoberts,4,2,0,0,1.616,3,8,1,1.616000056,-6.675472736,-2.20991683,14,1
195,2005-046,SGBreyer,1,1,1,0,-1.4,7,8,1,-1.399999976,0,0,0,1
196,2005-046,CThomas,1,1,1,0,4.341,7,8,1,4.34100008,0,0,0,1
197,2005-046,RBGinsburg,1,1,1,0,-1.467,7,8,1,-1.467000008,-4,0,-6,1
198,2007-063,RBGinsburg,4,2,0,0,-1.564,3,8,1,-1.56400001,-3.869123697,-0.650438547,-3,1
199,2007-063,JPStevens,4,2,0,0,-2.349,3,8,1,-2.348999977,-2.820512772,-1.538461566,-18,1
200,2007-035,JGRoberts,11,14,0,1,1.616,3,8,1,1.616000056,0.137024403,0.457131028,14,0
201,2007-063,AScalia,4,2,0,0,2.755,3,8,1,2.755000114,-1.930336952,0.479918122,16,1
202,2007-063,CThomas,4,2,0,0,4.372,3,8,1,4.372000217,0,0,0,0
203,2007-070,SAAlito,5,8,0,0,1.701,6,8,1,1.700999975,-2.779462099,3.820497274,-4,1
204,2008-030,JGRoberts,7,3,0,1,1.699,9,8,0,0,0.591414928,-0.154742956,13,0
205,2008-030,RBGinsburg,7,3,0,1,-1.65,9,8,0,0,1.266102314,-1.426205397,-1,1
206,2007-035,CThomas,11,14,0,1,4.372,3,8,1,4.372000217,0,0,0,0
207,2007-035,SGBreyer,11,14,0,1,-1.354,3,8,1,-1.353999972,2.758620739,-0.167189121,1,1
208,2007-035,AScalia,11,14,0,1,2.755,3,8,1,2.755000114,1.779860973,1.908855438,8,0
209,2007-035,JPStevens,11,14,0,1,-2.349,3,8,1,-2.348999977,-0.461791515,4.168775558,-6,0
210,2005-046,JPStevens,1,1,1,0,-2.418,7,8,1,-2.417999983,-2.205398321,1.020408154,0,1
211,2005-046,AMKennedy,1,1,1,0,0.441,7,8,1,0.441000015,3,2,4,1
212,2007-035,SAAlito,11,14,0,1,1.701,3,8,1,1.700999975,9.236948013,1.606425762,5,0
213,2004-052,AMKennedy,5,4,0,0,0.534,3,9,1,0.533999979,-0.122486353,-4.287026405,0,1
214,2004-052,RBGinsburg,5,4,0,0,-1.697,3,9,1,-1.697000027,-0.27651453,-1.161361814,3,1
215,2007-030,RBGinsburg,5,2,0,0,-1.564,7,9,0,0,1.769055605,2.44601059,11,0
216,2007-031,SAAlito,4,2,0,1,1.701,3,9,1,1.700999975,4.078431129,0.261438012,5,0
217,2007-031,RBGinsburg,4,2,0,1,-1.564,3,9,1,-1.56400001,0.35939312,3.858061314,-3,1
218,2007-030,JPStevens,5,2,0,0,-2.349,7,9,0,0,-1.644541264,1.580146551,3,0
219,2007-031,CThomas,4,2,0,1,4.372,3,9,1,4.372000217,0,0,0,0
220,2007-031,JGRoberts,4,2,0,1,1.616,3,9,1,1.616000056,3.615341187,-0.445572615,8,0
221,2004-052,JPStevens,5,4,0,0,-2.522,3,9,1,-2.522000074,-0.249123096,-3.182673454,-4,1
222,2007-030,SGBreyer,5,2,0,0,-1.354,7,9,0,0,-1.38025713,-1.686283588,-2,0
223,2004-052,CThomas,5,4,0,0,4.225,3,9,1,4.224999905,0,0,0,1
224,2007-030,DHSouter,5,2,0,0,-1.487,7,9,0,0,5.403136253,2.602753878,1,0
225,2007-030,JGRoberts,5,2,0,0,1.616,7,9,0,0,-0.508366585,0.272883415,2,0
226,2004-052,WHRehnquist,5,4,0,0,1.49,3,9,1,1.49000001,-1.145662904,0.981996536,5,1
227,2007-030,CThomas,5,2,0,0,4.372,7,9,0,0,0,0,0,0
228,2007-031,SGBreyer,4,2,0,1,-1.354,3,9,1,-1.353999972,-5.684658051,4.010494709,3,0
229,2007-031,AMKennedy,4,2,0,1,0.342,3,9,1,0.342000008,0.454627991,1.291143894,3,0
230,2004-052,DHSouter,5,4,0,0,-1.698,3,9,1,-1.697999954,-5.263157845,-3.546910763,-21,1
231,2007-030,AMKennedy,5,2,0,0,0.342,7,9,0,0,0.652574539,0.204179764,-5,0
232,2004-052,SGBreyer,5,4,0,0,-1.182,3,9,1,-1.182000041,-4.153846264,-4.461538315,-13,1
233,2004-052,SDOConnor,5,4,0,0,0.084,3,9,1,0.083999999,0.926763058,1.672694325,4,1
234,2007-030,AScalia,5,2,0,0,2.755,7,9,0,0,1.557890415,-0.790746927,-8,0
235,2007-031,DHSouter,4,2,0,1,-1.487,3,9,1,-1.486999989,0.136593103,-0.975413203,-9,1
236,2007-031,JPStevens,4,2,0,1,-2.349,3,9,1,-2.348999977,-6.039076328,-2.4866786,-27,0
237,2007-031,AScalia,4,2,0,1,2.755,3,9,1,2.755000114,3.831845284,-0.881865501,15,0
238,2007-030,SAAlito,5,2,0,0,1.701,7,9,0,0,-3.846153736,3.632478476,0,0
239,2004-052,AScalia,5,4,0,0,2.725,3,9,1,2.724999905,-0.769980669,-3.023608685,-3,1
240,2005-068,RBGinsburg,1,1,1,0,-1.467,7,3,1,-1.467000008,0.565531373,-1.671826363,7,0
241,2007-071,JGRoberts,18,49,0,1,1.616,9,3,1,1.616000056,-0.980571747,-0.980571747,18,0
242,2005-068,SGBreyer,1,1,1,0,-1.4,7,3,1,-1.399999976,1.224554062,-2.643776178,0,1
243,2007-071,JPStevens,18,49,0,1,-2.349,9,3,1,-2.348999977,1.274890661,0.078148365,1,1
244,2005-068,SAAlito,1,1,1,0,1.584,7,3,1,1.583999991,-4.761904716,0,-3,1
245,2008-058,RBGinsburg,2,0,0,0,-1.65,3,3,1,-1.649999976,-1.375644445,-1.282216549,-2,1
246,2007-071,SGBreyer,18,49,0,1,-1.354,9,3,1,-1.353999972,-0.986279964,-2.219680309,-9,1
247,2007-071,CThomas,18,49,0,1,4.372,9,3,1,4.372000217,0,0,0,0
248,2006-013,AScalia,2,0,0,0,2.797,3,3,0,0,1.132408619,0.411097169,-5,1
249,2007-071,AMKennedy,18,49,0,1,0.342,9,3,1,0.342000008,1.014376402,-1.690255642,14,0
250,2008-058,JGRoberts,2,0,0,0,1.699,3,3,1,1.699000001,5.246422768,3.020667791,11,0
251,2006-013,JPStevens,2,0,0,0,-2.437,3,3,0,0,-1.688311577,8.571428299,0,0
252,2008-058,AMKennedy,2,0,0,0,0.588,3,3,1,0.588,-5.278345108,0.836212277,-10,1
253,2006-013,RBGinsburg,2,0,0,0,-1.577,3,3,0,0,-1.403113127,0.208662271,1,0
254,2005-068,DHSouter,1,1,1,0,-1.587,7,3,1,-1.587000012,-4.67445755,-5.676126957,-22,1
255,2008-058,SGBreyer,2,0,0,0,-1.11,3,3,1,-1.110000014,-1.395479202,0.356971979,-4,1
256,2005-068,JGRoberts,1,1,1,0,1.568,7,3,1,1.567999959,0.798210621,-1.522081614,21,0
257,2008-058,CThomas,2,0,0,0,4.274,3,3,1,4.274000168,0,0,0,0
258,2005-068,JPStevens,1,1,1,0,-2.418,7,3,1,-2.417999983,-3.265306234,-4.897959232,-6,0
259,2007-071,RBGinsburg,18,49,0,1,-1.564,9,3,1,-1.56400001,1.450933218,0.55824244,2,1
260,2005-068,AMKennedy,1,1,1,0,0.441,7,3,1,0.441000015,0.463821888,5.00927639,-3,1
261,2005-068,CThomas,1,1,1,0,4.341,7,3,1,4.34100008,0,0,0,0
262,2007-071,SAAlito,18,49,0,1,1.701,9,3,1,1.700999975,4.100946426,2.523659229,5,0
263,2006-013,CThomas,2,0,0,0,4.396,3,3,0,0,0,0,0,1
264,2006-013,SGBreyer,2,0,0,0,-1.478,3,3,0,0,-2.517454863,-2.649902821,1,0
265,2008-058,AScalia,2,0,0,0,2.736,3,3,1,2.736000061,-0.678249359,0.17685014,-1,0
