,caseId,justiceName,petac,respac,sgpetac,sgrespac,justiceMQ,petNumStat,respNumStat,lowerConservative,lowerConXjusticeMQ,unpleasantDiff_totalWords,pleasantDiff_totalWords,questionDifference,petVote
2412,2006-029,RBGinsburg,2,1,0,1,-1.577,6,6,0,0,-2.209596157,-3.156565666,0,0
2413,2006-029,AMKennedy,2,1,0,1,0.435,6,6,0,0,6.451612949,0,1,0
2414,2006-029,DHSouter,2,1,0,1,-1.465,6,6,0,0,3.073545456,1.756311774,17,0
2415,2006-029,SAAlito,2,1,0,1,1.608,6,6,0,0,0,0,0,0
2416,2006-029,CThomas,2,1,0,1,4.396,6,6,0,0,0,0,0,1
2417,2006-029,JPStevens,2,1,0,1,-2.437,6,6,0,0,-1.639118552,1.687327623,3,0
2418,2006-029,SGBreyer,2,1,0,1,-1.478,6,6,0,0,-3.301738024,1.078199029,2,0
2419,2006-029,AScalia,2,1,0,1,2.797,6,6,0,0,-3.690882444,2.067284107,-12,1
2420,2006-029,JGRoberts,2,1,0,1,1.607,6,6,0,0,-1.89826417,-0.487076521,1,0
2421,2006-031,SGBreyer,27,11,0,0,-1.478,10,3,0,0,2.944822311,1.168689013,14,0
2422,2006-031,AMKennedy,27,11,0,0,0.435,10,3,0,0,-1.253013611,0.087455511,-7,1
2423,2006-031,AScalia,27,11,0,0,2.797,10,3,0,0,-10.06097603,2.439024448,2,1
2424,2006-031,JGRoberts,27,11,0,0,1.607,10,3,0,0,-3.753910303,-2.71115756,-34,1
2425,2006-031,DHSouter,27,11,0,0,-1.465,10,3,0,0,1.011131763,2.167594433,-16,0
2426,2006-031,RBGinsburg,27,11,0,0,-1.577,10,3,0,0,0.601762176,-2.908517838,3,0
2427,2006-031,JPStevens,27,11,0,0,-2.437,10,3,0,0,-1.15720129,-0.064328194,14,0
2428,2006-031,CThomas,27,11,0,0,4.396,10,3,0,0,0,0,0,1
2429,2006-031,SAAlito,27,11,0,0,1.608,10,3,0,0,0,0,0,1
2430,2004-078,JPStevens,15,6,1,0,-2.522,8,4,0,0,0.779953241,1.13923192,2,0
2431,2005-037,AScalia,6,7,0,0,2.72,3,4,0,0,-0.905382156,1.508093238,-22,1
2432,2005-037,JPStevens,6,7,0,0,-2.418,3,4,0,0,4.132231236,-0.122436523,17,1
2433,2005-020,DHSouter,17,11,1,0,-1.587,9,4,0,0,5.901116371,4.146730423,11,1
2434,2005-020,RBGinsburg,17,11,1,0,-1.467,9,4,0,0,0.485837936,-0.434549332,7,1
2435,2004-078,RBGinsburg,15,6,1,0,-1.697,8,4,0,0,2.380952358,5.238095284,5,0
2436,2005-020,AMKennedy,17,11,1,0,0.441,9,4,0,0,1.696812868,-0.844099879,-2,1
2437,2005-020,SDOConnor,17,11,1,0,-0.027,9,4,0,0,-0.019047737,0.37142849,0,1
2438,2005-020,AScalia,17,11,1,0,2.72,9,4,0,0,-1.818502903,-1.253531218,1,1
2439,2005-037,JGRoberts,6,7,0,0,1.568,3,4,0,0,1.313364029,-1.735790968,-8,1
2440,2005-020,SGBreyer,17,11,1,0,-1.4,9,4,0,0,-0.181862831,-0.994001389,3,1
2441,2004-078,CThomas,15,6,1,0,4.225,8,4,0,0,0,0,0,1
2442,2005-037,CThomas,6,7,0,0,4.341,3,4,0,0,0,0,0,1
2443,2005-039,RBGinsburg,13,14,0,0,-1.467,10,4,0,0,-2.240990877,-0.889639616,-4,1
2444,2005-037,DHSouter,6,7,0,0,-1.587,3,4,0,0,-4.433497429,-5.418719292,-7,1
2445,2004-078,AMKennedy,15,6,1,0,0.534,8,4,0,0,3.186274052,3.349673033,1,1
2446,2005-039,JGRoberts,13,14,0,0,1.568,10,4,0,0,-2.661597013,2.44771862,-17,1
2447,2005-039,SGBreyer,13,14,0,0,-1.4,10,4,0,0,-0.243328571,0.390920877,-19,1
2448,2005-037,AMKennedy,6,7,0,0,0.441,3,4,0,0,3.781512499,2.10084033,10,1
2449,2005-037,RBGinsburg,6,7,0,0,-1.467,3,4,0,0,-1.726493835,-0.588746786,-3,1
2450,2005-039,DHSouter,13,14,0,0,-1.587,10,4,0,0,-0.168021679,-1.181571722,-2,1
2451,2005-020,JGRoberts,17,11,1,0,1.568,9,4,0,0,-3.117067814,-1.194029808,-5,1
2452,2005-039,AMKennedy,13,14,0,0,0.441,10,4,0,0,-0.87643671,2.672413826,-1,1
2453,2004-078,SDOConnor,15,6,1,0,0.084,8,4,0,0,0.884955764,-4.255319118,9,0
2454,2005-039,JPStevens,13,14,0,0,-2.418,10,4,0,0,-1.976221919,0.409473419,0,1
2455,2005-039,CThomas,13,14,0,0,4.341,10,4,0,0,0,0,0,1
2456,2005-020,JPStevens,17,11,1,0,-2.418,9,4,0,0,1.239721537,1.910183311,3,1
2457,2004-078,AScalia,15,6,1,0,2.725,8,4,0,0,2.96764183,-1.40635252,0,1
2458,2005-020,CThomas,17,11,1,0,4.341,9,4,0,0,0,0,0,1
2459,2004-078,SGBreyer,15,6,1,0,-1.182,8,4,0,0,-0.450188875,-0.617251277,0,0
2460,2005-039,AScalia,13,14,0,0,2.72,10,4,0,0,2.464938641,2.081161499,-22,1
2461,2005-037,SGBreyer,6,7,0,0,-1.4,3,4,0,0,-0.582248449,0.889418602,-14,1
2462,2004-078,DHSouter,15,6,1,0,-1.698,8,4,0,0,-2.257553577,0.728703976,4,0
2463,2008-006,AMKennedy,5,7,0,1,0.588,7,3,0,0,2.939393997,-0.535353422,-4,0
2464,2008-038,JGRoberts,8,3,0,0,1.699,7,3,0,0,0.285204887,1.269378185,-9,0
2465,2008-006,CThomas,5,7,0,1,4.274,7,3,0,0,0,0,0,1
2466,2006-017,JGRoberts,12,12,0,0,1.607,7,3,0,0,1.981342793,0.609050989,-4,1
2467,2006-017,JPStevens,12,12,0,0,-2.437,7,3,0,0,-3.112975597,-1.648351669,5,0
2468,2004-054,RBGinsburg,5,10,0,0,-1.697,10,3,0,0,0.546756983,-1.989064932,-6,1
2469,2006-017,SGBreyer,12,12,0,0,-1.478,7,3,0,0,-1.389494896,-2.037736654,-3,1
2470,2006-017,SAAlito,12,12,0,0,1.608,7,3,0,0,-5.825242519,0,-4,1
2471,2006-037,AMKennedy,3,3,1,0,0.435,3,3,0,0,-4.100278854,-1.585743427,-13,1
2472,2008-006,SGBreyer,5,7,0,1,-1.11,7,3,0,0,-1.881082773,1.300182462,6,0
2473,2004-054,CThomas,5,10,0,0,4.225,10,3,0,0,0,0,0,0
2474,2008-006,RBGinsburg,5,7,0,1,-1.65,7,3,0,0,3.670557737,-0.888456523,1,0
2475,2006-037,JGRoberts,3,3,1,0,1.607,3,3,0,0,-0.787284613,0.742721319,-8,1
2476,2008-038,DHSouter,8,3,0,0,-1.506,7,3,0,0,-2.298495293,2.246959448,5,0
2477,2008-006,JPStevens,5,7,0,1,-2.545,7,3,0,0,0.859728813,1.447963715,6,0
2478,2008-006,DHSouter,5,7,0,1,-1.506,7,3,0,0,-1.442819118,-0.006649017,-5,0
2479,2008-038,SAAlito,8,3,0,0,1.898,7,3,0,0,0,0,0,0
2480,2006-037,DHSouter,3,3,1,0,-1.465,3,3,0,0,-2.866241932,-2.547770739,-5,1
2481,2006-037,SGBreyer,3,3,1,0,-1.478,3,3,0,0,0.054289341,0.230121613,-13,1
2482,2008-063,JGRoberts,0,9,1,0,1.699,9,3,0,0,-0.814190388,-1.762140036,1,1
2483,2008-038,JPStevens,8,3,0,0,-2.545,7,3,0,0,-4.021887779,1.760146022,4,0
2484,2008-063,RBGinsburg,0,9,1,0,-1.65,9,3,0,0,4.333333015,-1.245614052,1,1
2485,2004-054,SGBreyer,5,10,0,0,-1.182,10,3,0,0,-3.766104937,-3.468780994,-24,1
2486,2008-006,JGRoberts,5,7,0,1,1.699,7,3,0,0,-0.006191969,-2.670794487,-15,1
2487,2004-054,AScalia,5,10,0,0,2.725,10,3,0,0,3.768384457,-2.2049191,-22,1
2488,2008-063,SAAlito,0,9,1,0,1.898,9,3,0,0,-3.092783451,-1.492132187,0,1
2489,2006-017,AScalia,12,12,0,0,2.797,7,3,0,0,2.261720181,-2.407994747,-8,0
2490,2006-017,CThomas,12,12,0,0,4.396,7,3,0,0,0,0,0,0
2491,2004-054,JPStevens,5,10,0,0,-2.522,10,3,0,0,0.728453398,-4.428124905,7,1
2492,2006-037,JPStevens,3,3,1,0,-2.437,3,3,0,0,2.131336451,-0.249615908,1,0
2493,2008-038,AMKennedy,8,3,0,0,0.588,7,3,0,0,-3.571428537,-3.571428537,-8,0
2494,2008-006,AScalia,5,7,0,1,2.736,7,3,0,0,2.881758451,2.079619408,-15,1
2495,2008-038,SGBreyer,8,3,0,0,-1.11,7,3,0,0,1.402031898,0.855523825,-4,0
2496,2006-037,RBGinsburg,3,3,1,0,-1.577,3,3,0,0,7.619874954,-0.854700863,-3,1
2497,2006-037,CThomas,3,3,1,0,4.396,3,3,0,0,0,0,0,1
2498,2004-054,SDOConnor,5,10,0,0,0.084,10,3,0,0,3.618421078,3.289473772,8,0
2499,2008-063,AMKennedy,0,9,1,0,0.588,9,3,0,0,-6.172839642,-3.703703642,-3,1
2500,2006-037,SAAlito,3,3,1,0,1.608,3,3,0,0,-4.950495243,-2.970297098,-3,1
2501,2008-006,SAAlito,5,7,0,1,1.898,7,3,0,0,-3.367003441,-2.020201921,-10,1
2502,2008-038,CThomas,8,3,0,0,4.274,7,3,0,0,0,0,0,0
2503,2008-063,SGBreyer,0,9,1,0,-1.11,9,3,0,0,-9.655172348,-2.068965435,-11,1
2504,2008-063,DHSouter,0,9,1,0,-1.506,9,3,0,0,6.871868134,0.405631065,-22,1
2505,2006-017,RBGinsburg,12,12,0,0,-1.577,7,3,0,0,3.836317062,2.813299179,10,0
2506,2004-054,AMKennedy,5,10,0,0,0.534,10,3,0,0,-3.354978323,-5.627705574,0,1
2507,2004-054,DHSouter,5,10,0,0,-1.698,10,3,0,0,-1.067691803,-1.122960329,-10,1
2508,2008-038,RBGinsburg,8,3,0,0,-1.65,7,3,0,0,-3.900296926,-1.76288259,13,0
2509,2006-017,AMKennedy,12,12,0,0,0.435,7,3,0,0,1.333333373,5.333333492,2,1
2510,2008-063,JPStevens,0,9,1,0,-2.545,9,3,0,0,-5.555555344,0,-1,1
2511,2006-037,AScalia,3,3,1,0,2.797,3,3,0,0,3.880028248,-0.156033278,-15,1
2512,2008-038,AScalia,8,3,0,0,2.736,7,3,0,0,-3.720608473,-1.244813323,-9,0
2513,2006-017,DHSouter,12,12,0,0,-1.465,7,3,0,0,-1.432068586,0.30599761,6,1
2514,2008-063,CThomas,0,9,1,0,4.274,9,3,0,0,0,0,0,1
2515,2008-063,AScalia,0,9,1,0,2.736,9,3,0,0,-3.09241271,-1.060769439,-6,1
2516,2005-081,SGBreyer,3,12,0,0,-1.4,3,3,1,-1.399999976,-6.284152985,-4.644808769,-25,1
2517,2006-025,DHSouter,0,0,0,0,-1.465,9,3,0,0,2.715844154,0.521821499,-13,0
2518,2005-081,SAAlito,3,12,0,0,1.584,3,3,1,1.583999991,-16.98113251,-3.773584843,-4,1
2519,2006-025,CThomas,0,0,0,0,4.396,9,3,0,0,0,0,0,1
2520,2007-053,DHSouter,1,0,0,0,-1.487,2,3,1,-1.486999989,-1.206086636,0.93294096,-26,1
2521,2006-025,JGRoberts,0,0,0,0,1.607,9,3,0,0,-1.422767639,1.225074291,-7,1
2522,2007-053,JPStevens,1,0,0,0,-2.349,2,3,1,-2.348999977,-6.902357101,3.14814806,-23,1
2523,2006-025,AMKennedy,0,0,0,0,0.435,9,3,0,0,0.407446384,-2.332279444,3,1
2524,2007-053,CThomas,1,0,0,0,4.372,2,3,1,4.372000217,0,0,0,0
2525,2006-025,SAAlito,0,0,0,0,1.608,9,3,0,0,2.5,-5.263157845,0,0
2526,2007-053,AScalia,1,0,0,0,2.755,2,3,1,2.755000114,-0.733810425,1.082370162,13,0
2527,2007-053,AMKennedy,1,0,0,0,0.342,2,3,1,0.342000008,1.59663868,-2.436975002,-2,1
2528,2005-081,CThomas,3,12,0,0,4.341,3,3,1,4.34100008,0,0,0,1
2529,2005-081,JPStevens,3,12,0,0,-2.418,3,3,1,-2.417999983,2.857142925,4.761904716,3,0
2530,2005-081,DHSouter,3,12,0,0,-1.587,3,3,1,-1.587000012,-0.475723505,4.196107388,7,0
2531,2006-025,JPStevens,0,0,0,0,-2.437,9,3,0,0,3.229665041,2.571770191,-5,0
2532,2005-081,AMKennedy,3,12,0,0,0.441,3,3,1,0.441000015,2.109141827,4.510514259,6,1
2533,2007-053,SAAlito,1,0,0,0,1.701,2,3,1,1.700999975,2.516827583,0.83406496,2,0
2534,2007-053,SGBreyer,1,0,0,0,-1.354,2,3,1,-1.353999972,-2.243211269,-1.338056087,-6,1
2535,2005-081,RBGinsburg,3,12,0,0,-1.467,3,3,1,-1.467000008,1.852248907,-0.271758556,6,0
2536,2007-053,JGRoberts,1,0,0,0,1.616,2,3,1,1.616000056,3.04305768,-1.272375584,9,0
2537,2005-081,JGRoberts,3,12,0,0,1.568,3,3,1,1.567999959,-0.853609324,5.242640018,-15,1
2538,2005-081,AScalia,3,12,0,0,2.72,3,3,1,2.720000029,-0.922853947,2.380485296,-10,1
2539,2006-025,SGBreyer,0,0,0,0,-1.478,9,3,0,0,-1.815476179,-0.585317373,-2,1
2540,2006-025,RBGinsburg,0,0,0,0,-1.577,9,3,0,0,0.583833218,0.557295203,-4,0
2541,2006-025,AScalia,0,0,0,0,2.797,9,3,0,0,-1.807549,-1.74552536,-4,1
2542,2007-053,RBGinsburg,1,0,0,0,-1.564,2,3,1,-1.56400001,-1.916333437,2.696542501,-1,1
2543,2004-060,SGBreyer,2,2,1,0,-1.182,9,3,0,0,-1.041597843,-0.193402052,-13,1
2544,2008-005,JPStevens,2,0,0,0,-2.545,9,3,0,0,3.580562592,1.534526825,21,0
2545,2005-016,JGRoberts,0,1,0,0,1.568,9,3,0,0,-0.119967937,-0.617613077,6,1
2546,2004-077,AMKennedy,1,1,0,0,0.534,9,3,0,0,-3.369565248,-1.010869503,11,1
2547,2004-074,AScalia,3,2,1,0,2.725,9,3,0,0,2.13179183,-0.624277592,4,1
2548,2005-017,DHSouter,1,0,0,0,-1.587,9,3,0,0,1.349657536,0.417534828,5,0
2549,2004-077,DHSouter,1,1,0,0,-1.698,9,3,0,0,3.464203119,2.540415764,8,0
2550,2004-074,DHSouter,3,2,1,0,-1.698,9,3,0,0,6.38977623,1.597444057,13,0
2551,2004-029,SDOConnor,1,1,0,0,0.084,9,3,0,0,-1.960784316,-1.960784316,-5,0
2552,2004-074,CThomas,3,2,1,0,4.225,9,3,0,0,0,0,0,1
2553,2008-005,AScalia,2,0,0,0,2.736,9,3,0,0,4.761904716,0,3,1
2554,2004-074,RBGinsburg,3,2,1,0,-1.697,9,3,0,0,2.818414927,-0.442185313,2,1
2555,2004-060,JPStevens,2,2,1,0,-2.522,9,3,0,0,1.812169313,2.645502567,9,1
2556,2008-011,SAAlito,0,1,0,0,1.898,9,3,0,0,-3.076923132,-1.538461566,-9,1
2557,2004-029,DHSouter,1,1,0,0,-1.698,9,3,0,0,1.58883357,0.135344982,7,0
2558,2005-017,RBGinsburg,1,0,0,0,-1.467,9,3,0,0,-3.127231121,0.719691515,2,0
2559,2008-020,RBGinsburg,7,4,1,0,-1.65,9,3,0,0,-3.01886797,-2.264150858,-5,1
2560,2008-011,AMKennedy,0,1,0,0,0.588,9,3,0,0,-4.509803772,2.026143789,1,1
2561,2005-085,RBGinsburg,2,5,1,0,-1.467,9,3,0,0,-0.893597603,-2.220175028,4,0
2562,2004-029,JPStevens,1,1,0,0,-2.522,9,3,0,0,4.597701073,5.172413826,7,0
2563,2008-020,JPStevens,7,4,1,0,-2.545,9,3,0,0,1.445739985,0.588768721,5,1
2564,2005-017,JPStevens,1,0,0,0,-2.418,9,3,0,0,-0.275716782,0.31996727,12,0
2565,2008-005,RBGinsburg,2,0,0,0,-1.65,9,3,0,0,3.225806475,1.075268865,8,0
2566,2008-011,SGBreyer,0,1,0,0,-1.11,9,3,0,0,0.885978699,-1.935211658,-10,1
2567,2004-029,RBGinsburg,1,1,0,0,-1.697,9,3,0,0,0.710201263,-0.724036098,5,0
2568,2005-017,CThomas,1,0,0,0,4.341,9,3,0,0,0,0,0,1
2569,2005-016,RBGinsburg,0,1,0,0,-1.467,9,3,0,0,0.826743603,1.869158864,4,1
2570,2005-085,JPStevens,2,5,1,0,-2.418,9,3,0,0,1.65303421,0.786678791,12,0
2571,2008-071,CThomas,5,6,1,0,4.274,9,3,0,0,0,0,0,1
2572,2005-085,AScalia,2,5,1,0,2.72,9,3,0,0,3.877165794,2.762052059,-4,1
2573,2005-076,CThomas,2,4,1,0,4.341,9,3,0,0,0,0,0,1
2574,2008-011,JGRoberts,0,1,0,0,1.699,9,3,0,0,-0.460454941,-0.812567711,-7,1
2575,2005-085,AMKennedy,2,5,1,0,0.441,9,3,0,0,2.890899897,-0.050276518,-2,1
2576,2004-060,RBGinsburg,2,2,1,0,-1.697,9,3,0,0,-2.098222494,-2.286054611,10,1
2577,2005-076,DHSouter,2,4,1,0,-1.587,9,3,0,0,5.217391491,4.782608509,12,0
2578,2008-005,SAAlito,2,0,0,0,1.898,9,3,0,0,2.020201921,2.020201921,7,1
2579,2008-034,SAAlito,0,1,0,0,1.898,9,3,0,0,0,-0.92592591,-2,1
2580,2008-071,JPStevens,5,6,1,0,-2.545,9,3,0,0,2,6,11,0
2581,2004-029,SGBreyer,1,1,0,0,-1.182,9,3,0,0,-1.08183527,0.944788218,-17,0
2582,2004-060,AScalia,2,2,1,0,2.725,9,3,0,0,-0.644257545,1.335200548,3,1
2583,2005-085,CThomas,2,5,1,0,4.341,9,3,0,0,0,0,0,1
2584,2004-077,AScalia,1,1,0,0,2.725,9,3,0,0,-1.056314707,1.333690643,-1,1
2585,2008-020,AScalia,7,4,1,0,2.736,9,3,0,0,-4.1095891,-6.849315166,-5,1
2586,2005-017,JGRoberts,1,0,0,0,1.568,9,3,0,0,2.215909004,-2.329545498,-2,1
2587,2008-005,CThomas,2,0,0,0,4.274,9,3,0,0,0,0,0,1
2588,2005-076,AMKennedy,2,4,1,0,0.441,9,3,0,0,-2.720720768,5.261261463,-8,1
2589,2008-011,CThomas,0,1,0,0,4.274,9,3,0,0,0,0,0,1
2590,2004-077,RBGinsburg,1,1,0,0,-1.697,9,3,0,0,-1.194470882,0.217859387,7,0
2591,2008-020,JGRoberts,7,4,1,0,1.699,9,3,0,0,0.998357773,-1.707717657,-7,1
2592,2004-060,SDOConnor,2,2,1,0,0.084,9,3,0,0,0.264109135,3.294412136,-12,1
2593,2004-077,WHRehnquist,1,1,0,0,1.49,9,3,0,0,-1.258790255,3.81856513,-11,1
2594,2004-077,SGBreyer,1,1,0,0,-1.182,9,3,0,0,1.352612019,1.399253845,9,0
2595,2008-011,AScalia,0,1,0,0,2.736,9,3,0,0,4.716980934,1.886792421,14,1
2596,2005-017,AScalia,1,0,0,0,2.72,9,3,0,0,-0.888188839,1.937007904,-5,1
2597,2008-034,JGRoberts,0,1,0,0,1.699,9,3,0,0,-2.892673492,0.247364521,-6,1
2598,2008-020,SGBreyer,7,4,1,0,-1.11,9,3,0,0,-0.333333492,-0.52136755,-2,1
2599,2004-077,JPStevens,1,1,0,0,-2.522,9,3,0,0,2.773826599,-3.821716309,17,0
2600,2008-005,SGBreyer,2,0,0,0,-1.11,9,3,0,0,-2.128331661,3.170392752,-5,1
2601,2005-016,JPStevens,0,1,0,0,-2.418,9,3,0,0,2.380331755,2.32819891,4,1
2602,2004-074,SDOConnor,3,2,1,0,0.084,9,3,0,0,2.132352829,-1.34803915,4,1
2603,2008-034,CThomas,0,1,0,0,4.274,9,3,0,0,0,0,0,1
2604,2008-011,RBGinsburg,0,1,0,0,-1.65,9,3,0,0,3.680000067,2.400000095,17,0
2605,2008-020,AMKennedy,7,4,1,0,0.588,9,3,0,0,3.405572653,1.857585192,9,1
2606,2004-074,SGBreyer,3,2,1,0,-1.182,9,3,0,0,-3.869047642,-2.827380896,-12,1
2607,2008-034,DHSouter,0,1,0,0,-1.506,9,3,0,0,-0.974935532,-0.098221064,-2,1
2608,2004-077,CThomas,1,1,0,0,4.225,9,3,0,0,0,0,0,1
2609,2008-020,CThomas,7,4,1,0,4.274,9,3,0,0,0,0,0,1
2610,2005-076,AScalia,2,4,1,0,2.72,9,3,0,0,12.3881712,4.460735321,-11,1
2611,2008-034,AScalia,0,1,0,0,2.736,9,3,0,0,0.616659164,1.35450232,0,1
2612,2004-060,WHRehnquist,2,2,1,0,1.49,9,3,0,0,-2.371777773,0.451767445,-10,1
2613,2008-071,JGRoberts,5,6,1,0,1.699,9,3,0,0,-3.808353901,0.226302624,-27,1
2614,2004-074,AMKennedy,3,2,1,0,0.534,9,3,0,0,-0.200320482,2.24358964,10,1
2615,2004-077,SDOConnor,1,1,0,0,0.084,9,3,0,0,1.494085789,-2.158124208,1,1
2616,2004-060,CThomas,2,2,1,0,4.225,9,3,0,0,0,0,0,1
2617,2008-011,DHSouter,0,1,0,0,-1.506,9,3,0,0,6.122448921,2.721088409,13,0
2618,2005-017,AMKennedy,1,0,0,0,0.441,9,3,0,0,-0.86778307,1.262428045,2,1
2619,2005-017,SDOConnor,1,0,0,0,-0.027,9,3,0,0,2.56410265,1.709401727,4,1
2620,2005-017,SGBreyer,1,0,0,0,-1.4,9,3,0,0,0.911580563,-2.411730289,-4,0
2621,2008-071,AMKennedy,5,6,1,0,0.588,9,3,0,0,0.880893707,-0.98246026,-7,1
2622,2005-016,DHSouter,0,1,0,0,-1.587,9,3,0,0,3.988604069,6.267806053,20,1
2623,2004-060,DHSouter,2,2,1,0,-1.698,9,3,0,0,0.378787994,1.00757575,18,1
2624,2008-020,DHSouter,7,4,1,0,-1.506,9,3,0,0,-2.391304255,-1.956521749,-9,1
2625,2004-029,AScalia,1,1,0,0,2.725,9,3,0,0,-0.654625893,2.037319183,2,0
2626,2005-076,SGBreyer,2,4,1,0,-1.4,9,3,0,0,-3.081992626,0.860631943,-2,1
2627,2005-016,CThomas,0,1,0,0,4.341,9,3,0,0,0,0,0,1
2628,2005-016,SDOConnor,0,1,0,0,-0.027,9,3,0,0,3.703703642,-1.381042242,-2,1
2629,2008-005,DHSouter,2,0,0,0,-1.506,9,3,0,0,3.669724703,3.669724703,10,0
2630,2004-074,JPStevens,3,2,1,0,-2.522,9,3,0,0,-4.356547356,1.179396629,6,0
2631,2005-085,JGRoberts,2,5,1,0,1.568,9,3,0,0,-4.523809433,-1.031746149,-10,1
2632,2005-085,SGBreyer,2,5,1,0,-1.4,9,3,0,0,-4.209183693,0.549023867,-2,1
2633,2008-011,JPStevens,0,1,0,0,-2.545,9,3,0,0,-1.111111164,-1.111111164,-2,0
2634,2008-071,DHSouter,5,6,1,0,-1.506,9,3,0,0,2.981076241,0.378097057,18,0
2635,2008-071,RBGinsburg,5,6,1,0,-1.65,9,3,0,0,0.395116091,0.893869162,11,0
2636,2008-020,SAAlito,7,4,1,0,1.898,9,3,0,0,-5.652173996,-1.304347873,-5,1
2637,2008-071,SAAlito,5,6,1,0,1.898,9,3,0,0,-5.363984585,-3.448275805,-7,1
2638,2005-016,AScalia,0,1,0,0,2.72,9,3,0,0,-0.463407516,-0.257823229,1,1
2639,2005-076,SAAlito,2,4,1,0,1.584,9,3,0,0,-4.878048897,0,-3,1
2640,2005-076,JPStevens,2,4,1,0,-2.418,9,3,0,0,1.892525792,-1.721932173,9,0
2641,2008-034,SGBreyer,0,1,0,0,-1.11,9,3,0,0,-2.896533966,-0.303566933,-2,1
2642,2004-029,AMKennedy,1,1,0,0,0.534,9,3,0,0,4.927006721,4.927006721,-9,1
2643,2008-071,SGBreyer,5,6,1,0,-1.11,9,3,0,0,-1.782083035,-2.115796566,10,0
2644,2005-016,AMKennedy,0,1,0,0,0.441,9,3,0,0,2.108767986,3.995560408,-5,1
2645,2008-005,JGRoberts,2,0,0,0,1.699,9,3,0,0,0.885476828,-2.465033054,-4,1
2646,2004-029,CThomas,1,1,0,0,4.225,9,3,0,0,0,0,0,0
2647,2005-076,RBGinsburg,2,4,1,0,-1.467,9,3,0,0,3.076998711,0.306218266,14,0
2648,2004-074,WHRehnquist,3,2,1,0,1.49,9,3,0,0,-0.875211716,0.091756105,-5,1
2649,2005-016,SGBreyer,0,1,0,0,-1.4,9,3,0,0,1.142547846,-0.987057209,44,1
2650,2005-085,DHSouter,2,5,1,0,-1.587,9,3,0,0,-0.493051529,1.890081644,6,1
2651,2008-071,AScalia,5,6,1,0,2.736,9,3,0,0,-2.629589319,1.829009414,6,1
2652,2004-060,AMKennedy,2,2,1,0,0.534,9,3,0,0,0.714691162,1.089052916,-4,1
2653,2005-076,JGRoberts,2,4,1,0,1.568,9,3,0,0,0.688298702,2.900688171,6,1
2654,2008-034,AMKennedy,0,1,0,0,0.588,9,3,0,0,-2.874055147,-0.77734971,3,1
2655,2008-005,AMKennedy,2,0,0,0,0.588,9,3,0,0,8.333333015,8.333333015,1,1
2656,2008-034,JPStevens,0,1,0,0,-2.545,9,3,0,0,4.545454502,1.363636374,7,1
2657,2008-034,RBGinsburg,0,1,0,0,-1.65,9,3,0,0,-2.870939493,-1.378401995,0,1
2658,2006-051,CThomas,3,4,1,0,4.396,9,3,0,0,0,0,0,1
2659,2006-051,JGRoberts,3,4,1,0,1.607,9,3,0,0,-2.83259058,0.209228516,-8,1
2660,2006-051,RBGinsburg,3,4,1,0,-1.577,9,3,0,0,0.400547981,0.020898104,-10,1
2661,2006-051,SGBreyer,3,4,1,0,-1.478,9,3,0,0,1.428571224,-0.476190329,3,1
2662,2006-051,SAAlito,3,4,1,0,1.608,9,3,0,0,-2.439024448,-0.81300813,-3,1
2663,2006-051,JPStevens,3,4,1,0,-2.437,9,3,0,0,0.153351545,-1.421451569,-7,1
2664,2006-051,AMKennedy,3,4,1,0,0.435,9,3,0,0,-10.89481926,4.897959232,4,1
2665,2006-051,AScalia,3,4,1,0,2.797,9,3,0,0,-4.088503838,-0.240500212,-15,1
2666,2006-051,DHSouter,3,4,1,0,-1.465,9,3,0,0,-4.157782555,3.198294163,13,1
2667,2006-027,DHSouter,10,12,1,0,-1.465,4,6,1,-1.465000033,0,0,0,1
2668,2006-027,JGRoberts,10,12,1,0,1.607,4,6,1,1.606999993,2.341418028,-1.73507452,-3,1
2669,2006-027,AScalia,10,12,1,0,2.797,4,6,1,2.796999931,-2.246712923,-0.519578695,-8,1
2670,2006-027,CThomas,10,12,1,0,4.396,4,6,1,4.395999908,0,0,0,1
2671,2006-027,AMKennedy,10,12,1,0,0.435,4,6,1,0.435000002,0.55591464,-0.562378764,-4,1
2672,2006-027,JPStevens,10,12,1,0,-2.437,4,6,1,-2.437000036,-2.636916876,-2.02839756,-21,1
2673,2006-027,RBGinsburg,10,12,1,0,-1.577,4,6,1,-1.577000022,-0.928714991,-1.204819322,-5,1
2674,2006-027,SGBreyer,10,12,1,0,-1.478,4,6,1,-1.478000045,-3.890728474,-1.738410592,-18,1
2675,2006-027,SAAlito,10,12,1,0,1.608,4,6,1,1.60800004,3.846153736,3.846153736,2,1
2676,2006-065,JGRoberts,10,9,0,0,1.607,4,6,0,0,1.035196781,-1.725327849,10,1
2677,2006-065,AScalia,10,9,0,0,2.797,4,6,0,0,-2.995391607,-4.838709831,-10,1
2678,2006-065,CThomas,10,9,0,0,4.396,4,6,0,0,0,0,0,1
2679,2006-065,JPStevens,10,9,0,0,-2.437,4,6,0,0,-0.127032518,-1.168699265,5,1
2680,2006-065,SAAlito,10,9,0,0,1.608,4,6,0,0,-3.488372087,-2.325581312,-3,1
2681,2006-065,DHSouter,10,9,0,0,-1.465,4,6,0,0,-0.927267313,-2.549985409,-8,1
